F1,Mean,CI_Error
braun_blanquet,0.4932021167474585,0.0026181785103826516
cosine,0.4933749204435611,0.002594442774578376
kulczynski,0.4937025719965142,0.002569942332397601
russell_rao,0.48647559829732245,0.0027853260854937
tanimoto,0.49322217129264784,0.002603703126656365
tversky_hit_lig,0.49049773352820003,0.002673245377823097
tversky_lig_hit,0.4966606488444155,0.0025579489288116153
