Method name,p-value,mean EF_5%,relation,mean EF_5% for random scores,p-value description,p-value stars
FP: RDKit Layered,7.135248808983543e-139,1.3413426168490152,>,0.9953973780887818,< 0.00001,****
FP: RDKit Morgan,3.927571271441427e-95,1.2871914503282276,>,0.9953973780887818,< 0.00001,****
FP: RDKit Torsion,3.121694359431107e-140,1.3520592623632386,>,0.9953973780887818,< 0.00001,****
"FP: random bits (512, 10%)",3.228753709126896e-48,1.0878711967177244,>,0.9953973780887818,< 0.00001,****
KNIME 3D shape similarity,1.1378305853488785e-76,1.1576600328012245,>,0.9953973780887818,< 0.00001,****
LISICA 2D,1.1987754601095006e-299,1.5894946210365188,>,0.9953973780887818,< 0.00001,****
LISICA 3D,0.0,1.641474446315329,>,0.9953973780887818,< 0.00001,****
SHAFTS Feature Score,0.0,1.633476786136016,>,0.9953973780887818,< 0.00001,****
SHAFTS Hybrid Score,1.266674106192153e-299,1.553865132735622,>,0.9953973780887818,< 0.00001,****
SHAFTS Shape Score,1.9397145731186756e-133,1.2987010345506234,>,0.9953973780887818,< 0.00001,****
ShaEP Avg Similarity,0.0,1.4481875810190246,>,0.9953973780887818,< 0.00001,****
ShaEP Best Similarity,0.0,1.5047652792477586,>,0.9953973780887818,< 0.00001,****
ShaEP ESP Similarity,0.0,1.5193439739776953,>,0.9953973780887818,< 0.00001,****
ShaEP Shape Similarity,2.818674258140815e-141,1.2694210949048765,>,0.9953973780887818,< 0.00001,****
Siamese NN RDKit (I),0.12461175187475686,0.9827569328227572,<,0.9953973780887818,≥ 0.05,
Siamese NN RDKit (II),2.637908407771953e-15,1.0658405323851203,>,0.9953973780887818,< 0.00001,****
Siamese NN RDKit (III),6.749361900357765e-08,1.0398145964989058,>,0.9953973780887818,< 0.00001,****
Siamese NN RDKit (~ReSimNet),0.10558744761530091,1.0075712361050329,>,0.9953973780887818,≥ 0.05,
Siamese NN spectro (I),0.000546530110763826,1.0205535844668716,>,0.9953973780887818,< 0.001,**
Siamese NN spectro (II),0.14602042446873828,1.0051483462044757,>,0.9953973780887818,≥ 0.05,
Siamese NN spectro (III),9.416424811794863e-29,1.0729408336989907,>,0.9953973780887818,< 0.00001,****
Siamese NN spectro (~ReSimNet),2.3157342283745657e-58,1.1112863530057042,>,0.9953973780887818,< 0.00001,****
Vect. Sim. (Cosine) RDKit,4.071608682074977e-76,1.214152199343545,>,0.9953973780887818,< 0.00001,****
Vect. Sim. (Cosine) Spctr,1.3926161779063238e-05,1.024696353444493,>,0.9953973780887818,< 0.0001,***
Vect. Sim. (Euclidean) RDKit,5.244997360090519e-72,1.2054840328227572,>,0.9953973780887818,< 0.00001,****
Vect. Sim. (Euclidean) Spctr,2.635818732098791e-09,1.036485077226854,>,0.9953973780887818,< 0.00001,****
Vect. Sim. (Manhattan) RDKit,1.5123614132760727e-75,1.229791109628009,>,0.9953973780887818,< 0.00001,****
Vect. Sim. (Manhattan) Spctr,2.355108459920716e-08,1.0341654168494954,>,0.9953973780887818,< 0.00001,****
avg(Align-It LISICA3D),0.0,1.983246089000656,>,0.9953973780887818,< 0.00001,****
avg(Align-It ShaEP LISICA3D SHAFTSfeat),0.0,1.8748132226109773,>,0.9953973780887818,< 0.00001,****
avg(Align-It ShaEP LISICA3D),0.0,2.0145471762519134,>,0.9953973780887818,< 0.00001,****
avg(Align-It ShaEP),0.0,1.9253223192652524,>,0.9953973780887818,< 0.00001,****
avg(FP3 Align-It LISICA3D),0.0,2.2078816031051827,>,0.9953973780887818,< 0.00001,****
avg(FP3 Align-It ShaEP LISICA3D SHAFTSfeat),0.0,2.0909493546905753,>,0.9953973780887818,< 0.00001,****
avg(FP3 Align-It ShaEP LISICA3D),0.0,2.225961998250601,>,0.9953973780887818,< 0.00001,****
avg(FP3 Align-It ShaEP),0.0,2.1537697708287777,>,0.9953973780887818,< 0.00001,****
avg(FP3 LISICA3D),0.0,1.9193245582768423,>,0.9953973780887818,< 0.00001,****
"avg(FP: FP3,MACCS,indigo,RDkitLayered)",0.0,1.8090347925601753,>,0.9953973780887818,< 0.00001,****
avg(LISICA3D SHAFTSfeat),0.0,1.707243395145419,>,0.9953973780887818,< 0.00001,****
avg(ShaEP LISICA3D SHAFTSfeat),0.0,1.7654808217800133,>,0.9953973780887818,< 0.00001,****
avg(ShaEP LISICA3D),0.0,1.7487805873605948,>,0.9953973780887818,< 0.00001,****
max(Align-It LISICA3D),0.0,1.9096989210583861,>,0.9953973780887818,< 0.00001,****
max(Align-It ShaEP LISICA3D SHAFTSfeat),0.0,1.8941533927399958,>,0.9953973780887818,< 0.00001,****
max(Align-It ShaEP LISICA3D),0.0,1.8880371677235948,>,0.9953973780887818,< 0.00001,****
max(Align-It ShaEP),0.0,1.875070407609884,>,0.9953973780887818,< 0.00001,****
max(FP3 Align-It LISICA3D),0.0,1.6660097452438225,>,0.9953973780887818,< 0.00001,****
max(FP3 Align-It ShaEP LISICA3D SHAFTSfeat),0.0,1.6783888108462717,>,0.9953973780887818,< 0.00001,****
max(FP3 Align-It ShaEP LISICA3D),0.0,1.6749567677673298,>,0.9953973780887818,< 0.00001,****
max(FP3 Align-It ShaEP),0.0,1.6770732910561994,>,0.9953973780887818,< 0.00001,****
max(FP3 LISICA3D),2.1877954471339453e-279,1.6213075670238355,>,0.9953973780887818,< 0.00001,****
"max(FP: FP3,MACCS,indigo,RDkitLayered)",2.99584994906314e-256,1.5079114577680524,>,0.9953973780887818,< 0.00001,****
max(LISICA3D SHAFTSfeat),0.0,1.6851864904876448,>,0.9953973780887818,< 0.00001,****
max(ShaEP LISICA3D SHAFTSfeat),0.0,1.5628120708506452,>,0.9953973780887818,< 0.00001,****
max(ShaEP LISICA3D),0.0,1.5462929914716816,>,0.9953973780887818,< 0.00001,****
