"hit","P1_docksolv_SCORE","P1_docksolv_SCORE.INTER","P1_dock_SCORE","P1_dock_SCORE.INTER","docksolv_min","dock_min"
0,-14.8074,-15.8016,-10.0073,-10.2618,-14.8074,-10.0073
0,-27.6218,-28.1656,-10.5309,-10.2331,-27.6218,-10.5309
0,-23.4724,-23.6951,-17.6924,-17.5479,-23.4724,-17.6924
0,-9.1327,-9.9841,14.1109,5.59208,-9.1327,14.1109
0,-17.2183,-18.038,-17.7391,-17.0979,-17.2183,-17.7391
0,-17.6212,-19.6618,-6.5409,-6.18334,-17.6212,-6.5409
0,-26.6741,-21.5139,-16.1056,-14.0757,-26.6741,-16.1056
0,-22.8035,-21.9816,-10.7579,-8.59237,-22.8035,-10.7579
0,-24.9171,-29.9914,6.46346,-2.37498,-24.9171,6.46346
0,-28.8507,-28.933,-17.4977,-17.5285,-28.8507,-17.4977
0,-17.2941,-23.8022,-11.7045,-14.536,-17.2941,-11.7045
0,-23.3278,-17.0525,-19.5733,-12.2462,-23.3278,-19.5733
0,-10.4464,-7.65521,-7.0908,-3.10924,-10.4464,-7.0908
0,-20.8434,-18.9742,-14.4731,-13.2798,-20.8434,-14.4731
0,-21.4391,-18.6827,-18.1075,-16.0078,-21.4391,-18.1075
0,-10.2209,-15.4868,-10.4513,-14.3369,-10.2209,-10.4513
0,-15.0588,-14.1061,5.85785,0.154175,-15.0588,5.85785
0,-10.5941,-10.5606,-10.4765,-7.80732,-10.5941,-10.4765
0,-29.4512,-27.2982,-12.9064,-9.42382,-29.4512,-12.9064
0,-17.1273,-20.153,-19.3849,-19.3799,-17.1273,-19.3849
0,-20.4836,-19.6092,-8.17887,-7.04169,-20.4836,-8.17887
0,-18.5469,-15.8494,-11.6155,-5.84558,-18.5469,-11.6155
0,-21.3571,-18.7053,-11.5868,-5.58789,-21.3571,-11.5868
0,-12.7603,-12.2442,-8.58278,-8.66675,-12.7603,-8.58278
0,-14.4105,-14.4142,4.22334,4.63126,-14.4105,4.22334
0,-21.8011,-20.2487,-16.7072,-10.2749,-21.8011,-16.7072
0,-27.2436,-27.2447,-9.19069,-8.21764,-27.2436,-9.19069
0,-18.8916,-20.8261,47.778,40.1813,-18.8916,47.778
0,-21.1835,-19.0709,-8.0875,-3.19563,-21.1835,-8.0875
0,-25.3328,-23.1734,-18.6246,-18.8579,-25.3328,-18.6246
0,-27.4303,-25.8891,-14.0933,-11.3659,-27.4303,-14.0933
0,-13.247,-10.0354,-13.6229,-9.39931,-13.247,-13.6229
0,-22.0262,-16.2186,-14.5444,-7.28198,-22.0262,-14.5444
0,-20.6061,-15.5045,-5.20623,-2.43236,-20.6061,-5.20623
0,-26.1223,-26.3313,-12.2572,-11.1659,-26.1223,-12.2572
0,-19.2692,-20.1211,-16.5436,-16.5867,-19.2692,-16.5436
0,-25.4665,-25.5946,-10.1079,-9.98278,-25.4665,-10.1079
0,-7.15589,-7.92262,-2.75516,-3.57336,-7.15589,-2.75516
0,-19.27,-18.2052,-10.5481,-9.61637,-19.27,-10.5481
0,-12.9964,-15.5322,-13.0987,-13.6257,-12.9964,-13.0987
0,-19.7208,-19.382,-13.2393,-14.3604,-19.7208,-13.2393
0,-14.3145,-16.0001,-1.69238,-5.07538,-14.3145,-1.69238
0,-17.715,-18.2426,-12.0286,-13.527,-17.715,-12.0286
0,-15.6168,-15.2238,-7.72162,-7.62423,-15.6168,-7.72162
0,-21.5515,-22.1393,-16.2255,-15.3375,-21.5515,-16.2255
0,-28.5655,-32.0241,-19.1988,-22.5201,-28.5655,-19.1988
0,-13.9388,-15.9124,-21.3434,-18.7119,-13.9388,-21.3434
0,-26.2661,-24.0223,-22.1821,-16.8861,-26.2661,-22.1821
0,-25.6825,-28.7853,-13.5682,-15.028,-25.6825,-13.5682
0,-30.7791,-23.9076,-15.7117,-8.14087,-30.7791,-15.7117
0,-21.3667,-20.9068,-13.2155,-13.0637,-21.3667,-13.2155
0,-26.9737,-21.9995,0.276616,5.97053,-26.9737,0.276616
0,-34.4113,-24.4308,-28.4817,-18.2921,-34.4113,-28.4817
0,-21.8022,-13.9296,-19.9484,-12.0706,-21.8022,-19.9484
0,-19.5333,-17.8353,-12.1648,-10.701,-19.5333,-12.1648
0,-31.3229,-31.0693,-11.0788,-12.9862,-31.3229,-11.0788
0,-20.7622,-19.9309,-14.7772,-15.065,-20.7622,-14.7772
0,-28.8378,-24.4231,-21.5293,-17.8296,-28.8378,-21.5293
0,-19.3188,-21.7705,-14.0457,-15.7256,-19.3188,-14.0457
0,-6.32127,5.7038,-17.1434,-5.37104,-6.32127,-17.1434
0,-19.3834,-18.7174,-8.93035,-7.37016,-19.3834,-8.93035
0,-21.7789,-21.1813,-15.2552,-9.80562,-21.7789,-15.2552
0,-12.295,-12.3186,-11.5171,-10.8237,-12.295,-11.5171
0,-30.8561,-29.4263,-8.63055,-4.35736,-30.8561,-8.63055
0,-16.391,-17.2668,-4.35505,-4.69551,-16.391,-4.35505
0,12.0648,13.818,-11.7597,-10.9203,12.0648,-11.7597
0,-25.7117,-23.5113,-14.3956,-11.3008,-25.7117,-14.3956
0,-18.5916,-19.5038,-11.1015,-10.8595,-18.5916,-11.1015
0,-16.422,-18.1111,-10.3452,-9.66443,-16.422,-10.3452
0,-26.2977,-29.4299,-15.3103,-15.6916,-26.2977,-15.3103
0,-15.9072,-16.1366,-8.91769,-9.20305,-15.9072,-8.91769
0,-27.7503,-26.1445,-16.1371,-14.9256,-27.7503,-16.1371
0,-21.3449,-20.5752,-15.0027,-14.1494,-21.3449,-15.0027
0,-37.3776,-20.3796,-16.5183,-6.93312,-37.3776,-16.5183
0,-26.3544,-23.2357,-10.5465,-6.60707,-26.3544,-10.5465
0,-26.8598,-27.9876,-12.8776,-13.0947,-26.8598,-12.8776
0,-20.9914,-20.5408,-11.5785,-8.93459,-20.9914,-11.5785
0,-23.1222,-23.6519,1.34809,-2.6255,-23.1222,1.34809
0,-19.7944,-16.0367,-9.53215,-8.5657,-19.7944,-9.53215
0,-19.2135,-17.6779,-5.07195,-10.5257,-19.2135,-5.07195
0,-21.6453,-23.6817,-12.0381,-11.7119,-21.6453,-12.0381
0,-8.8477,-6.31603,2.41739,2.804,-8.8477,2.41739
0,-3.89614,-4.76567,-6.29049,-5.69595,-3.89614,-6.29049
0,-18.0752,-19.88,-5.57328,-8.30641,-18.0752,-5.57328
0,-20.6467,-21.6359,-13.4372,-16.573,-20.6467,-13.4372
0,-38.1153,-37.9944,-8.51116,-10.149,-38.1153,-8.51116
0,-22.4371,-21.0672,-14.0842,-14.5842,-22.4371,-14.0842
0,-21.555,-21.2961,-16.9002,-15.2992,-21.555,-16.9002
0,-22.9799,-21.95,-15.076,-14.0885,-22.9799,-15.076
0,-21.7337,-20.2731,-12.8171,-12.3974,-21.7337,-12.8171
0,-21.3198,-17.9312,-14.5546,-12.2041,-21.3198,-14.5546
0,-14.9909,-16.3588,-10.9038,-10.808,-14.9909,-10.9038
0,-27.2441,-26.1542,-15.2504,-13.2656,-27.2441,-15.2504
0,-13.4501,-14.1492,-10.8347,-10.1697,-13.4501,-10.8347
0,-22.5542,-22.5666,-19.7864,-18.3516,-22.5542,-19.7864
0,-21.5798,-20.0858,-14.4739,-13.678,-21.5798,-14.4739
0,-21.661,-22.2168,-7.96484,-8.33794,-21.661,-7.96484
0,-19.8583,-21.2981,-12.2474,-10.0592,-19.8583,-12.2474
0,-24.1725,-24.0843,-12.2029,-13.777,-24.1725,-12.2029
0,-29.0438,-29.1747,-15.4673,-15.2698,-29.0438,-15.4673
0,-25.1887,-26.3369,-7.09744,-6.26909,-25.1887,-7.09744
0,-17.9681,-19.9072,-14.8457,-16.2349,-17.9681,-14.8457
0,-31.9229,-32.651,-15.7895,-15.5226,-31.9229,-15.7895
0,-28.4632,-28.7319,-5.96729,-1.13566,-28.4632,-5.96729
0,-32.9904,-30.0216,-21.2454,-17.1688,-32.9904,-21.2454
0,-21.1054,-21.3535,-11.1898,-12.6057,-21.1054,-11.1898
0,-21.2587,-21.8476,-7.83063,-8.95635,-21.2587,-7.83063
0,-22.4328,-20.2257,-10.9682,-10.0957,-22.4328,-10.9682
0,-15.0029,-16.6722,-9.80749,-10.0389,-15.0029,-9.80749
0,-20.1709,-16.3797,-14.4973,-10.4515,-20.1709,-14.4973
0,-20.7943,-21.1471,-13.1293,-13.8134,-20.7943,-13.1293
0,-25.0275,-22.0246,-14.6682,-10.6079,-25.0275,-14.6682
0,-25.5222,-25.5315,-16.5033,-13.7453,-25.5222,-16.5033
0,-23.5607,-15.3729,-18.4662,-16.9649,-23.5607,-18.4662
0,-28.7463,-26.8689,-11.0473,-9.04014,-28.7463,-11.0473
0,-18.4879,-16.9513,-4.262,-4.55798,-18.4879,-4.262
0,-17.2435,-16.7997,-15.2792,-15.1982,-17.2435,-15.2792
0,-41.7147,-40.4172,-18.2026,-16.4812,-41.7147,-18.2026
0,-22.4812,-25.3391,-8.68457,-9.72319,-22.4812,-8.68457
0,-19.2972,-18.1441,-12.9306,-12.3269,-19.2972,-12.9306
0,-26.7146,-27.8637,-13.0253,-12.4269,-26.7146,-13.0253
0,-10.3926,-17.3146,-11.4302,-11.1046,-10.3926,-11.4302
0,-20.5812,-23.654,-12.1322,-11.6263,-20.5812,-12.1322
0,-32.3072,-33.7649,-21.3443,-23.4893,-32.3072,-21.3443
0,-29.9692,-32.2336,-7.48832,-7.04155,-29.9692,-7.48832
0,-21.1414,-21.2216,-17.0649,-18.7649,-21.1414,-17.0649
0,-21.1515,-19.643,-15.1245,-16.1125,-21.1515,-15.1245
0,-29.9614,-28.7267,-14.2687,-12.9537,-29.9614,-14.2687
0,-29.7728,-29.3838,-11.252,-9.52516,-29.7728,-11.252
0,-22.1303,-21.2938,-11.1296,-11.4502,-22.1303,-11.1296
0,-22.1922,-23.8182,-10.7992,-13.3214,-22.1922,-10.7992
0,-28.2384,-28.3258,-20.7097,-20.1682,-28.2384,-20.7097
0,-21.1002,-21.1002,-12.9682,-12.9682,-21.1002,-12.9682
0,-19.6572,-19.6436,-9.11698,-9.3688,-19.6572,-9.11698
0,-13.2247,-14.3846,-6.98275,-6.95728,-13.2247,-6.98275
0,-26.492,-25.7279,-12.4346,-10.8896,-26.492,-12.4346
0,-21.9089,-24.4682,-16.2858,-16.0227,-21.9089,-16.2858
0,-18.3947,-21.1044,-3.65649,-5.86738,-18.3947,-3.65649
0,-23.8356,-25.5016,-9.42377,-9.05773,-23.8356,-9.42377
0,-26.2135,-26.0092,-16.1381,-17.9973,-26.2135,-16.1381
0,-25.5298,-23.7422,-10.7592,-12.0324,-25.5298,-10.7592
0,-23.1607,-20.2233,-12.1761,-8.30887,-23.1607,-12.1761
0,-27.581,-25.3825,-18.6554,-14.6824,-27.581,-18.6554
0,-16.1744,-16.7998,-3.94388,-5.09376,-16.1744,-3.94388
0,-12.4388,-12.0589,-10.4645,-9.49082,-12.4388,-10.4645
0,-23.1247,-23.2934,-12.6778,-11.8512,-23.1247,-12.6778
0,-27.8697,-26.2514,-12.1473,-14.1073,-27.8697,-12.1473
0,-9.47788,-10.2973,-2.39587,-3.11154,-9.47788,-2.39587
0,-14.4367,-15.611,-8.74837,-6.90248,-14.4367,-8.74837
0,-13.3266,-13.28,-12.3086,-10.4415,-13.3266,-12.3086
0,-17.8309,-17.5139,-13.9536,-11.8409,-17.8309,-13.9536
0,-24.7412,-23.8315,-13.801,-12.5055,-24.7412,-13.801
0,-19.535,-22.5789,-3.73301,-5.79203,-19.535,-3.73301
0,-21.466,-21.4619,-5.32868,-6.22157,-21.466,-5.32868
0,-29.637,-27.4574,-14.796,-12.1231,-29.637,-14.796
0,-18.5923,-20.1932,-15.0206,-15.9444,-18.5923,-15.0206
0,-18.1153,-18.7334,-8.23114,-11.1959,-18.1153,-8.23114
0,-28.4448,-27.523,-7.45047,-9.16875,-28.4448,-7.45047
0,-22.6014,-22.9208,-14.6199,-14.5833,-22.6014,-14.6199
0,-21.1167,-21.5867,-10.9628,-10.1648,-21.1167,-10.9628
0,-24.3489,-21.8804,-13.3643,-11.8475,-24.3489,-13.3643
0,-30.6968,-20.4973,-23.0999,-9.19548,-30.6968,-23.0999
0,-22.8314,-25.3076,-1.11056,-3.16072,-22.8314,-1.11056
0,-17.2674,-12.3567,-11.7697,-8.28831,-17.2674,-11.7697
0,-22.4328,-23.5587,-7.03041,-8.80594,-22.4328,-7.03041
0,-12.8101,-17.4189,-7.71864,-5.66641,-12.8101,-7.71864
0,-19.3421,-14.4058,-7.54679,-4.81612,-19.3421,-7.54679
0,-18.6611,-18.8803,-15.3949,-14.0844,-18.6611,-15.3949
0,-23.6542,-25.3092,-8.89623,-10.5256,-23.6542,-8.89623
0,-16.9064,-18.7836,-11.8759,-11.968,-16.9064,-11.8759
0,-23.0068,-24.7111,-3.92702,-5.07084,-23.0068,-3.92702
0,-11.0072,-11.7285,-5.22914,-4.20191,-11.0072,-5.22914
0,-23.8778,-26.3672,-12.8716,-14.1791,-23.8778,-12.8716
0,-18.9368,-21.2303,-12.9221,-14.8157,-18.9368,-12.9221
0,-8.67194,-15.8447,-5.19814,-4.3544,-8.67194,-5.19814
0,-20.8721,-19.7005,-16.0667,-15.6711,-20.8721,-16.0667
0,-24.406,-23.9086,-10.7406,-10.6948,-24.406,-10.7406
0,-19.3374,-20.0546,-9.31838,-9.00967,-19.3374,-9.31838
0,-26.0396,-25.4799,-12.2469,-10.958,-26.0396,-12.2469
0,62.6005,62.6761,-11.5937,-10.5765,62.6005,-11.5937
0,-24.0505,-26.3787,-11.3479,-11.7181,-24.0505,-11.3479
0,-22.5785,-20.8183,-15.5085,-14.2855,-22.5785,-15.5085
0,-26.6469,-26.7644,-9.94262,-11.5812,-26.6469,-9.94262
0,-28.1701,-26.8581,-20.1038,-19.1548,-28.1701,-20.1038
0,-18.9534,-12.5267,-18.7742,-14.6618,-18.9534,-18.7742
0,-20.1008,-23.3556,-6.7223,-9.38857,-20.1008,-6.7223
0,-20.8127,-21.8439,-12.7084,-13.2925,-20.8127,-12.7084
0,-15.3175,-16.2671,-9.61492,-8.0421,-15.3175,-9.61492
0,-18.9667,-19.9227,-18.7456,-19.9097,-18.9667,-18.7456
0,-24.3894,-21.7234,-7.10373,-2.64889,-24.3894,-7.10373
0,-10.3651,-6.9446,-8.1298,-5.63826,-10.3651,-8.1298
0,-23.8698,-22.3427,-12.0869,-7.29409,-23.8698,-12.0869
0,-24.2238,-22.6302,-17.698,-16.0522,-24.2238,-17.698
0,-20.6099,-19.2968,-12.6009,-11.4556,-20.6099,-12.6009
0,-6.63259,-4.9039,-14.9799,-12.1309,-6.63259,-14.9799
0,-19.7818,-18.4596,-6.8221,-3.0778,-19.7818,-6.8221
0,-32.3434,-32.4415,-13.4096,-11.2725,-32.3434,-13.4096
0,-22.0267,-20.4555,-13.4012,-11.9386,-22.0267,-13.4012
0,-15.5233,-9.88836,-8.95357,-3.10275,-15.5233,-8.95357
0,-22.5892,-19.6178,-14.2467,-11.311,-22.5892,-14.2467
0,-32.5923,-31.4699,-16.1959,-15.183,-32.5923,-16.1959
0,-19.3036,-23.3252,-10.7969,-7.95823,-19.3036,-10.7969
0,-29.4068,-23.8481,-19.6151,-14.0065,-29.4068,-19.6151
0,-18.9574,-17.8059,-12.4363,-11.8404,-18.9574,-12.4363
0,-25.1118,-20.4562,-16.6506,-11.8009,-25.1118,-16.6506
0,-15.3957,-17.5234,-8.10517,-7.58001,-15.3957,-8.10517
0,-11.9408,-12.6969,-8.61564,-7.68284,-11.9408,-8.61564
0,-22.1408,-22.3557,-12.2727,-12.3759,-22.1408,-12.2727
0,-23.91,-24.2786,-15.0499,-15.2984,-23.91,-15.0499
0,-22.8619,-23.5939,-11.4824,-10.0058,-22.8619,-11.4824
0,-28.7365,-23.8162,-8.73114,-1.00679,-28.7365,-8.73114
0,-10.7418,-18.054,-9.76942,-10.8545,-10.7418,-9.76942
0,-18.4511,-18.1928,-5.82847,-5.62408,-18.4511,-5.82847
0,-21.2988,-22.117,-12.245,-13.0124,-21.2988,-12.245
0,-22.9021,-20.3696,-14.1297,-13.4767,-22.9021,-14.1297
0,-23.555,-23.9315,-17.9844,-15.5893,-23.555,-17.9844
0,-23.2993,-18.8638,-16.8222,-11.2153,-23.2993,-16.8222
0,-15.2496,-13.1867,-4.51039,-4.28819,-15.2496,-4.51039
0,-28.0583,-26.7581,-11.7253,-10.32,-28.0583,-11.7253
0,-17.016,-17.0979,-11.372,-10.6501,-17.016,-11.372
0,-19.0905,-18.7274,-8.32296,-9.19667,-19.0905,-8.32296
0,-16.9431,-19.8376,-10.4356,-12.8135,-16.9431,-10.4356
0,-20.1958,-24.2105,-10.0656,-11.0469,-20.1958,-10.0656
0,0.911292,1.75114,-11.7327,-8.87117,0.911292,-11.7327
0,-19.0336,-17.586,-12.4332,-9.64773,-19.0336,-12.4332
0,-15.9293,-14.2172,-9.16965,-7.27708,-15.9293,-9.16965
0,-11.1007,-11.2594,-12.7257,-12.1796,-11.1007,-12.7257
0,-18.1912,-19.4823,-10.9557,-9.5757,-18.1912,-10.9557
0,-23.7031,-25.1343,-6.53546,-6.70764,-23.7031,-6.53546
0,-23.955,-24.0464,-8.20211,-7.50407,-23.955,-8.20211
0,-24.23,-25.3676,-12.3831,-12.5364,-24.23,-12.3831
0,-13.0711,-13.3087,-10.3894,-10.6543,-13.0711,-10.3894
0,-25.0579,-29.5119,-8.43396,-12.0983,-25.0579,-8.43396
0,-30.7604,-25.7198,-23.9884,-17.0132,-30.7604,-23.9884
0,-16.5894,-14.3819,-12.646,-10.2529,-16.5894,-12.646
0,-27.9561,-29.0287,-19.1746,-16.7979,-27.9561,-19.1746
0,-22.3228,-20.6739,-12.1575,-9.96724,-22.3228,-12.1575
0,-25.4203,-18.9051,-12.5261,-6.11808,-25.4203,-12.5261
0,-18.5648,-20.681,-11.7521,-12.3769,-18.5648,-11.7521
0,-21.5765,-21.3005,-13.0333,-11.9047,-21.5765,-13.0333
0,-23.4102,-15.6628,-19.6079,-11.6279,-23.4102,-19.6079
0,-28.1164,-24.9265,-12.9428,-7.96001,-28.1164,-12.9428
0,-17.8484,-21.1605,-11.4988,-12.3833,-17.8484,-11.4988
0,-23.6447,-23.4206,-16.1845,-15.9718,-23.6447,-16.1845
0,-21.8996,-28.045,-8.66672,-10.6819,-21.8996,-8.66672
0,-19.2278,-21.0164,-8.2021,-8.95451,-19.2278,-8.2021
0,-29.9544,-31.1548,-13.6221,-13.5999,-29.9544,-13.6221
0,-28.9665,-30.887,-17.5905,-19.0035,-28.9665,-17.5905
0,-16.7745,-17.7769,-14.3842,-14.8962,-16.7745,-14.3842
0,-28.2491,-29.5688,-8.32556,-8.37045,-28.2491,-8.32556
0,-24.7814,-30.7672,-10.359,-11.66,-24.7814,-10.359
0,-25.3204,-27.3674,-22.2134,-22.7963,-25.3204,-22.2134
0,-23.5215,-24.3846,-8.10405,-8.59389,-23.5215,-8.10405
0,-22.7321,-23.6597,-10.1949,-10.7246,-22.7321,-10.1949
0,-33.6019,-35.5418,-15.7613,-16.0279,-33.6019,-15.7613
0,-13.4982,-15.8717,-8.99265,-9.14907,-13.4982,-8.99265
0,-25.3367,-27.1984,-20.6158,-21.8573,-25.3367,-20.6158
0,-23.5805,-24.4516,-13.7092,-15.5349,-23.5805,-13.7092
0,-21.6366,-22.4319,-13.1765,-12.8749,-21.6366,-13.1765
0,-23.474,-21.0321,-15.8008,-13.6825,-23.474,-15.8008
0,-23.2475,-27.5225,-5.32192,-9.12039,-23.2475,-5.32192
0,-16.9553,-17.2978,-9.0167,-9.00618,-16.9553,-9.0167
0,-15.9771,-17.4044,-12.775,-13.7705,-15.9771,-12.775
0,-28.546,-29.5949,-4.44246,-4.2244,-28.546,-4.44246
0,-19.2669,-17.0542,-16.467,-15.2932,-19.2669,-16.467
0,-22.0683,-20.4702,-14.1098,-10.9023,-22.0683,-14.1098
0,-23.9869,-25.4197,-7.05845,-7.11084,-23.9869,-7.05845
0,-31.5162,-33.4447,-4.31353,-6.33322,-31.5162,-4.31353
0,-36.0844,-38.9472,-18.1247,-17.864,-36.0844,-18.1247
0,-22.9747,-25.1737,-6.80301,-6.95072,-22.9747,-6.80301
0,-29.5394,-29.8558,-17.5498,-19.1411,-29.5394,-17.5498
0,-33.2839,-33.6538,-7.56379,-8.12364,-33.2839,-7.56379
0,-13.3417,-14.0332,-10.2118,-10.2447,-13.3417,-10.2118
0,-19.0607,-17.05,-16.5565,-15.7485,-19.0607,-16.5565
0,-25.9591,-29.0366,-11.2082,-14.8824,-25.9591,-11.2082
0,-14.7552,-15.1045,-12.6135,-12.839,-14.7552,-12.6135
0,-18.9067,-18.8749,-13.1396,-12.2117,-18.9067,-13.1396
0,-29.8887,-32.1479,-17.3718,-19.2598,-29.8887,-17.3718
0,-9.01749,-5.87382,-9.24716,-9.60364,-9.01749,-9.24716
0,-20.7454,-21.3588,-8.94995,-9.20914,-20.7454,-8.94995
0,-33.2343,-36.1404,-14.9638,-16.6219,-33.2343,-14.9638
0,-19.0071,-20.8143,-18.0349,-18.3284,-19.0071,-18.0349
0,-31.4821,-33.0687,-10.6683,-11.254,-31.4821,-10.6683
0,-3.62938,-9.87779,-5.67567,-8.0896,-3.62938,-5.67567
0,-26.8144,-28.6718,-9.81086,-14.1787,-26.8144,-9.81086
0,-24.7471,-24.2893,-18.1224,-17.7042,-24.7471,-18.1224
0,-31.8917,-34.5048,-16.571,-16.6737,-31.8917,-16.571
0,-24.9767,-26.7306,-10.8377,-13.6427,-24.9767,-10.8377
0,-14.2416,-14.3874,-7.98186,-7.31326,-14.2416,-7.98186
0,-26.6808,-26.8684,-11.8422,-10.275,-26.6808,-11.8422
0,-31.5049,-33.8481,-9.51592,-9.3138,-31.5049,-9.51592
0,-26.8565,-26.7118,-13.7479,-12.7847,-26.8565,-13.7479
0,-25.9804,-26.3977,-11.7524,-16.4206,-25.9804,-11.7524
0,-28.4732,-33.0349,-16.6021,-16.7531,-28.4732,-16.6021
0,-29.1879,-31.5836,-6.97628,-8.03136,-29.1879,-6.97628
0,-10.866,-10.9116,0.293234,-2.173,-10.866,0.293234
0,-23.0472,-24.7613,-15.7268,-14.8568,-23.0472,-15.7268
0,-30.4232,-29.9309,-9.68962,-6.52751,-30.4232,-9.68962
0,-33.2154,-35.7014,-4.05395,-9.19574,-33.2154,-4.05395
0,-18.3784,-16.9161,-7.6283,-5.96153,-18.3784,-7.6283
0,-21.6113,-21.6006,-12.4332,-11.1022,-21.6113,-12.4332
0,-12.4733,-11.3632,-10.4399,-10.8769,-12.4733,-10.4399
0,-17.9356,-19.9577,-11.938,-12.2505,-17.9356,-11.938
0,-29.408,-32.0805,-12.1896,-12.5718,-29.408,-12.1896
0,-21.5391,-23.7569,-16.9462,-17.9833,-21.5391,-16.9462
0,-26.2378,-26.1828,-20.3467,-19.1264,-26.2378,-20.3467
0,-27.4266,-27.5368,-9.774,-13.7432,-27.4266,-9.774
0,-19.2106,-18.5722,-4.21775,-4.16699,-19.2106,-4.21775
0,-13.531,-15.8565,-6.1001,-8.39485,-13.531,-6.1001
0,-33.2075,-35.8402,-12.4184,-11.5804,-33.2075,-12.4184
0,-16.5612,-19.2769,-7.2752,-10.0887,-16.5612,-7.2752
0,-21.1474,-18.4698,-10.257,-8.92208,-21.1474,-10.257
0,-19.2111,-17.1682,-21.2556,-19.2254,-19.2111,-21.2556
0,-24.7845,-24.5352,-15.1344,-14.2368,-24.7845,-15.1344
0,-17.6075,-19.5422,-9.52,-10.3291,-17.6075,-9.52
0,-26.6263,-29.2903,-11.3166,-11.0912,-26.6263,-11.3166
0,-22.8253,-25.7037,-13.0896,-13.7886,-22.8253,-13.0896
0,-21.0372,-19.0282,-13.3488,-10.4378,-21.0372,-13.3488
0,-28.8633,-31.9471,-10.6216,-12.9077,-28.8633,-10.6216
0,28.7499,24.1354,-10.9511,-11.0178,28.7499,-10.9511
0,-15.8692,-18.6334,7.94678,4.12361,-15.8692,7.94678
0,-18.6986,-17.6025,-14.3417,-14.1566,-18.6986,-14.3417
0,-15.3195,-12.7119,-8.76402,-5.69004,-15.3195,-8.76402
0,-17.2378,-16.315,-4.35542,-5.98147,-17.2378,-4.35542
0,-17.061,-15.2701,-13.4444,-13.6225,-17.061,-13.4444
0,-22.8579,-22.1625,-10.6134,-10.7246,-22.8579,-10.6134
0,-17.5819,-17.8464,4.62355,3.66313,-17.5819,4.62355
0,-17.8989,-17.834,-13.1943,-13.716,-17.8989,-13.1943
0,-17.1479,-15.2066,0.101009,0.542474,-17.1479,0.101009
0,-29.9996,-31.687,-11.8968,-12.3653,-29.9996,-11.8968
0,-28.9745,-25.9215,-15.626,-14.5097,-28.9745,-15.626
0,-17.3969,-19.3305,-8.55659,-8.3961,-17.3969,-8.55659
0,-11.4162,-5.02173,-11.9515,-6.9775,-11.4162,-11.9515
0,-19.07,-16.5195,-7.57441,-5.75116,-19.07,-7.57441
0,-25.0721,-23.9477,-21.0242,-17.88,-25.0721,-21.0242
0,-18.3681,-16.365,-17.5927,-15.4307,-18.3681,-17.5927
0,-19.6759,-18.3231,-12.8968,-12.2764,-19.6759,-12.8968
0,-15.9464,-17.4711,-9.98989,-9.92307,-15.9464,-9.98989
0,-13.9013,-13.7704,-11.4705,-11.3669,-13.9013,-11.4705
0,-24.6905,-21.0304,-20.5856,-16.6479,-24.6905,-20.5856
0,-12.3692,-11.3522,-7.49469,-6.62717,-12.3692,-7.49469
0,-12.3616,-17.7877,-7.16284,-4.15185,-12.3616,-7.16284
0,-14.85,-13.9084,-12.7281,-11.6423,-14.85,-12.7281
0,-15.6982,-11.5499,-12.771,-7.96169,-15.6982,-12.771
0,-29.3747,-25.5758,-17.5624,-11.1307,-29.3747,-17.5624
0,-19.7063,-15.0829,-15.0954,-10.4787,-19.7063,-15.0954
0,-22.0124,-21.0199,-15.1547,-10.3027,-22.0124,-15.1547
0,-17.3373,-15.4077,-16.252,-13.1802,-17.3373,-16.252
0,-28.2461,-29.6865,-16.9732,-17.5099,-28.2461,-16.9732
0,-10.6444,-10.6444,-11.6867,-11.6867,-10.6444,-11.6867
0,-23.119,-22.3546,-14.8529,-14.3444,-23.119,-14.8529
0,15.3038,15.804,-11.7169,-8.43362,15.3038,-11.7169
0,-15.8345,-16.5016,-3.95478,-7.78468,-15.8345,-3.95478
0,-29.7231,-31.2054,-11.8526,-14.3193,-29.7231,-11.8526
0,-31.8789,-35.9001,-15.632,-13.2309,-31.8789,-15.632
0,-21.236,-22.8936,-13.9515,-14.376,-21.236,-13.9515
0,-27.2963,-27.2819,-16.516,-16.5376,-27.2963,-16.516
0,-15.6037,-14.2279,-18.748,-15.541,-15.6037,-18.748
0,-22.0628,-21.1341,-16.9308,-15.1106,-22.0628,-16.9308
0,-19.8071,-18.6445,-13.3568,-12.8161,-19.8071,-13.3568
0,-22.6107,-22.1624,-19.8434,-19.7214,-22.6107,-19.8434
0,-28.1489,-28.7522,-8.74672,-8.60523,-28.1489,-8.74672
0,-10.2691,-8.27811,-0.923838,1.63745,-10.2691,-0.923838
0,-18.4245,-18.5256,-8.10781,-9.93156,-18.4245,-8.10781
0,-16.8818,-15.6204,-10.7314,-11.349,-16.8818,-10.7314
0,-21.8739,-18.1578,-13.9679,-8.28186,-21.8739,-13.9679
0,-23.5747,-21.2355,-17.5422,-15.541,-23.5747,-17.5422
0,-24.1843,-20.5723,-17.964,-14.613,-24.1843,-17.964
0,-35.7432,-25.6396,-17.3965,-7.27221,-35.7432,-17.3965
0,-15.7073,-15.8834,-17.1483,-15.7583,-15.7073,-17.1483
0,-8.60017,-10.0753,-14.7213,-16.3524,-8.60017,-14.7213
0,-18.1472,-18.3982,-8.83904,-9.00601,-18.1472,-8.83904
