"hit","P1_docksolv_SCORE","P1_docksolv_SCORE.INTER","P1_dock_SCORE","P1_dock_SCORE.INTER","docksolv_min","dock_min"
0,-24.3763,-24.8077,-10.1815,-7.63176,-24.3763,-10.1815
0,-22.5837,-22.6783,-15.9831,-15.2298,-22.5837,-15.9831
0,-18.7904,-16.0507,-8.34796,-5.56653,-18.7904,-8.34796
0,-19.4651,-21.5242,-18.2813,-16.125,-19.4651,-18.2813
0,-28.9847,-29.579,-19.8276,-19.1816,-28.9847,-19.8276
0,-28.0957,-27.1739,-13.1845,-10.4522,-28.0957,-13.1845
0,-16.3277,-16.1786,-7.67341,-7.68806,-16.3277,-7.67341
0,-24.0958,-23.6195,-13.6351,-12.7776,-24.0958,-13.6351
0,-16.9141,-17.5303,-14.0428,-15.9605,-16.9141,-14.0428
0,-5.42216,-7.16874,-11.1171,-10.1737,-5.42216,-11.1171
0,-20.0681,-20.922,-11.0219,-11.6306,-20.0681,-11.0219
0,-27.7149,-29.0902,-17.384,-16.6234,-27.7149,-17.384
0,-24.6427,-24.9849,-18.8144,-19.122,-24.6427,-18.8144
0,-24.7421,-26.0036,-14.5946,-14.5977,-24.7421,-14.5946
0,-24.6623,-22.9228,-11.2025,-11.5121,-24.6623,-11.2025
0,-31.2992,-31.684,-14.2062,-16.8188,-31.2992,-14.2062
0,9.09163,11.4416,-17.9668,-15.5699,9.09163,-17.9668
0,-21.3704,-21.5529,-11.6092,-12.5081,-21.3704,-11.6092
0,-25.9741,-26.702,-12.3039,-11.6879,-25.9741,-12.3039
0,-26.7887,-22.2357,-20.1676,-16.1268,-26.7887,-20.1676
0,-17.905,-16.7473,-6.86,-6.96598,-17.905,-6.86
0,-28.4311,-28.3016,-16.6854,-17.8857,-28.4311,-16.6854
0,-20.686,-20.686,-14.4334,-14.4334,-20.686,-14.4334
0,-19.5623,-19.7818,-5.50032,-5.67922,-19.5623,-5.50032
0,-54.8178,-23.6455,-41.9359,-9.14743,-54.8178,-41.9359
0,-20.7413,-20.2853,-11.8476,-12.7433,-20.7413,-11.8476
0,-16.7373,-16.7373,-10.0855,-10.0855,-16.7373,-10.0855
0,-13.0788,-14.7558,-13.1204,-13.3247,-13.0788,-13.1204
0,-24.259,-23.3879,-12.1309,-9.1806,-24.259,-12.1309
0,-19.0525,-17.6406,-14.0305,-13.1121,-19.0525,-14.0305
0,-16.0582,-16.1028,-11.1994,-9.91884,-16.0582,-11.1994
0,-16.4168,-15.6512,-17.5084,-13.8895,-16.4168,-17.5084
0,-22.0151,-21.4346,-18.7449,-17.9245,-22.0151,-18.7449
0,-27.0427,-28.3008,-12.0911,-11.7442,-27.0427,-12.0911
0,-22.2694,-21.947,-13.4486,-12.9177,-22.2694,-13.4486
0,-27.0604,-27.3362,-16.3553,-14.9482,-27.0604,-16.3553
0,-17.3943,-17.3265,-6.43589,-5.93718,-17.3943,-6.43589
0,-18.6143,-19.273,-14.1018,-14.3056,-18.6143,-14.1018
0,-22.6038,-21.8979,-16.5821,-16.6297,-22.6038,-16.5821
0,-17.5019,-17.5019,-12.5988,-12.5988,-17.5019,-12.5988
0,-12.5566,-13.4164,-0.44244,-2.03775,-12.5566,-0.44244
0,-16.6388,-16.2783,-10.6377,-9.48937,-16.6388,-10.6377
1,-13.9182,-13.5012,-1.52464,-0.284523,-13.9182,-1.52464
0,-31.1234,-19.0651,-26.2615,-12.6535,-31.1234,-26.2615
0,-13.9846,-12.2948,-11.9611,-13.9802,-13.9846,-11.9611
0,-17.4364,-17.4364,-10.0913,-10.0913,-17.4364,-10.0913
0,-13.1224,-13.5303,-11.3727,-9.30367,-13.1224,-11.3727
0,-23.7228,-21.8925,-10.4771,-6.42054,-23.7228,-10.4771
0,-18.8815,-28.0864,-14.5205,-14.7413,-18.8815,-14.5205
0,-13.3094,-13.9616,-9.00576,-8.97307,-13.3094,-9.00576
0,-13.3237,-11.4189,-5.78702,-5.0513,-13.3237,-5.78702
0,-16.9457,-14.8843,-9.85238,-11.3463,-16.9457,-9.85238
0,-27.1933,-24.1801,-11.9957,-7.35843,-27.1933,-11.9957
0,-25.7705,-25.277,-9.41244,-10.0819,-25.7705,-9.41244
0,-25.4462,-24.8513,-17.3009,-14.3783,-25.4462,-17.3009
0,-14.6509,-17.5241,-0.517465,-1.51623,-14.6509,-0.517465
0,-15.8087,-14.5704,-3.9517,-1.83763,-15.8087,-3.9517
0,-24.348,-26.2414,-6.44264,-6.26549,-24.348,-6.44264
0,-13.0017,-12.4988,-9.78574,-10.1832,-13.0017,-9.78574
0,-21.8473,-19.0126,-15.3169,-11.5768,-21.8473,-15.3169
0,-31.2811,-30.1816,-14.9439,-14.5293,-31.2811,-14.9439
0,-14.9521,-12.9895,-9.82369,-8.24545,-14.9521,-9.82369
0,-16.7125,-16.4123,-8.15105,-5.66177,-16.7125,-8.15105
0,-28.8931,-30.3945,-19.1848,-19.0395,-28.8931,-19.1848
0,-17.7403,-22.3571,-13.5652,-14.6421,-17.7403,-13.5652
1,-18.058,-12.3648,-7.28078,-2.66801,-18.058,-7.28078
0,-16.2358,-13.9665,-11.7507,-8.79242,-16.2358,-11.7507
0,-20.0401,-19.106,-13.2998,-12.2376,-20.0401,-13.2998
0,-24.9394,-24.6716,-10.4313,-10.2913,-24.9394,-10.4313
0,-18.7533,-17.9476,-12.2724,-11.2035,-18.7533,-12.2724
0,-27.6922,-27.7206,-17.5347,-18.0919,-27.6922,-17.5347
0,-25.2219,-23.7966,-8.50215,-5.15542,-25.2219,-8.50215
0,-23.4968,-25.9644,-12.9118,-13.3581,-23.4968,-12.9118
0,-15.1289,-15.1168,-6.86775,-7.94136,-15.1289,-6.86775
0,-17.6517,-20.0851,-10.4285,-9.54332,-17.6517,-10.4285
0,-17.7942,-18.6988,-9.98111,-8.14754,-17.7942,-9.98111
0,-10.9149,-8.41754,-10.9429,-9.22956,-10.9149,-10.9429
0,-21.0499,-22.7515,-9.76906,-5.95705,-21.0499,-9.76906
0,-26.2385,-27.2019,-8.05419,-9.50386,-26.2385,-8.05419
0,-20.9937,-22.387,-6.83857,-7.17253,-20.9937,-6.83857
0,-19.8822,-19.9881,-11.7025,-12.7174,-19.8822,-11.7025
0,-17.9418,-18.1457,-14.3288,-13.6929,-17.9418,-14.3288
0,-35.4687,-34.0034,-17.2869,-15.9491,-35.4687,-17.2869
0,-24.8147,-24.3342,-9.28646,-8.48191,-24.8147,-9.28646
0,-16.8013,-16.7395,-7.98578,-9.36257,-16.8013,-7.98578
0,-20.355,-19.2134,-11.7248,-11.0226,-20.355,-11.7248
0,-28.4051,-29.0369,-14.5095,-15.3058,-28.4051,-14.5095
0,-24.278,-24.9474,2.3108,-8.13983,-24.278,2.3108
0,-19.7318,-19.7318,-6.03657,-6.03657,-19.7318,-6.03657
0,-18.7868,-19.6682,-13.1932,-14.3869,-18.7868,-13.1932
0,-15.7133,-16.1318,-9.9965,-10.1702,-15.7133,-9.9965
0,-12.8563,-10.3995,-6.58534,-7.0153,-12.8563,-6.58534
0,-22.6516,-18.6906,-16.9737,-14.8724,-22.6516,-16.9737
0,-10.3815,-11.6081,-9.57758,-8.95734,-10.3815,-9.57758
0,-27.1382,-27.2937,-16.5393,-16.5767,-27.1382,-16.5393
0,-11.448,-13.641,-8.15821,-7.15812,-11.448,-8.15821
0,-22.5429,-22.6084,-9.48137,-9.5927,-22.5429,-9.48137
0,-31.7669,-23.8378,-27.8534,-17.0675,-31.7669,-27.8534
0,-17.644,-18.0784,-10.4799,-10.0377,-17.644,-10.4799
0,-26.4942,-27.0129,-15.2671,-14.8362,-26.4942,-15.2671
0,-28.8939,-31.3845,-12.7787,-13.5849,-28.8939,-12.7787
0,-27.0251,-24.1466,-16.8436,-12.4271,-27.0251,-16.8436
0,-10.9155,-10.2555,-5.84183,-4.93063,-10.9155,-5.84183
0,-4.99882,5.14573,-13.574,-2.11928,-4.99882,-13.574
0,-16.8144,-15.4114,-10.572,-8.41733,-16.8144,-10.572
0,-30.6639,-22.3532,-16.7591,-8.10023,-30.6639,-16.7591
0,-18.7145,-18.0691,-7.65397,-7.03627,-18.7145,-7.65397
0,-17.6316,-17.7348,-11.1505,-11.4145,-17.6316,-11.1505
0,-22.7155,-24.926,-13.5451,-11.7037,-22.7155,-13.5451
0,-22.6607,-20.8065,-9.63828,-7.87162,-22.6607,-9.63828
0,-17.634,-18.3948,-14.0546,-14.9049,-17.634,-14.0546
0,-19.9011,-20.44,-10.5209,-10.71,-19.9011,-10.5209
0,-18.8502,-20.0287,-9.89265,-9.21199,-18.8502,-9.89265
0,-20.9186,-20.2386,-19.3868,-19.9215,-20.9186,-19.3868
0,-26.0558,-26.3496,-17.1966,-17.6225,-26.0558,-17.1966
0,-29.8019,-29.9436,-11.8656,-11.7281,-29.8019,-11.8656
0,-15.018,-11.3834,-12.2562,-9.87285,-15.018,-12.2562
0,-26.5769,-27.4713,-9.19336,-9.05708,-26.5769,-9.19336
0,-23.9226,-27.3023,-10.0501,-14.1138,-23.9226,-10.0501
0,-18.5195,-21.5772,-7.87882,-2.82671,-18.5195,-7.87882
0,-11.1207,-5.56696,-9.84453,-7.42621,-11.1207,-9.84453
0,-19.8348,-24.767,-7.08851,-7.89649,-19.8348,-7.08851
0,-20.8597,-21.2217,-10.3375,-11.6117,-20.8597,-10.3375
0,-18.5827,-16.7318,-19.1833,-19.4454,-18.5827,-19.1833
0,-17.4275,-15.4278,-13.59,-10.3382,-17.4275,-13.59
0,-16.7373,-20.5659,-13.8239,-13.2949,-16.7373,-13.8239
0,-13.4249,-12.7761,-18.9321,-17.7767,-13.4249,-18.9321
0,-35.154,-33.5906,-12.7541,-10.0352,-35.154,-12.7541
0,-22.1808,-19.3944,-9.49314,-7.37105,-22.1808,-9.49314
0,-27.5748,-26.1675,-18.4807,-16.1859,-27.5748,-18.4807
0,-39.3528,-34.3761,-22.0154,-16.325,-39.3528,-22.0154
0,-16.9526,-18.5932,-10.4026,-12.0986,-16.9526,-10.4026
0,7.56329,8.62641,-17.5666,-14.7327,7.56329,-17.5666
0,-27.8076,-27.5603,-12.1268,-14.2809,-27.8076,-12.1268
0,-22.4545,-16.3821,-11.5435,-5.68086,-22.4545,-11.5435
0,-6.63114,-6.86805,-9.17875,-9.96659,-6.63114,-9.17875
0,-16.4532,-18.9436,-9.73561,-10.4778,-16.4532,-9.73561
0,-13.3368,-14.458,-8.69788,-10.5954,-13.3368,-8.69788
0,-23.7223,-22.6483,-9.61881,-7.87335,-23.7223,-9.61881
0,-28.1848,-27.6492,-9.94043,-10.438,-28.1848,-9.94043
0,-19.6652,-22.3415,-10.6328,-11.9004,-19.6652,-10.6328
0,-19.121,-19.1997,-13.226,-13.2386,-19.121,-13.226
0,-27.0081,-25.4211,-11.6577,-10.5518,-27.0081,-11.6577
0,-17.9145,-16.6186,-4.20643,-4.84689,-17.9145,-4.20643
0,-17.9623,-17.1511,-12.1421,-12.9736,-17.9623,-12.1421
0,-30.2705,-29.9008,-7.24052,-9.3747,-30.2705,-7.24052
0,-24.5307,-22.9065,-9.90401,-7.54125,-24.5307,-9.90401
0,-26.3752,-23.2962,-9.90481,-3.69264,-26.3752,-9.90481
0,-25.3829,-23.4423,-16.3739,-12.6022,-25.3829,-16.3739
0,-20.3692,-20.5391,-9.43559,-9.07468,-20.3692,-9.43559
0,-16.5081,-16.5401,-5.92149,-6.318,-16.5081,-5.92149
0,-28.726,-30.9412,-13.9261,-13.1205,-28.726,-13.9261
0,-23.2793,-23.3023,-13.5244,-13.3779,-23.2793,-13.5244
0,-24.7224,-24.8016,-12.0326,-16.5706,-24.7224,-12.0326
0,-12.8522,-12.9768,-11.3772,-10.1303,-12.8522,-11.3772
0,-20.9546,-20.2083,-8.06751,-7.60428,-20.9546,-8.06751
0,-5.03378,-6.08048,-6.49068,-12.0103,-5.03378,-6.49068
0,-27.7456,-28.3379,-11.0848,-11.0526,-27.7456,-11.0848
0,-13.6715,-14.7866,-6.2056,-6.09569,-13.6715,-6.2056
0,-16.1265,-16.9868,-12.2251,-12.8779,-16.1265,-12.2251
0,-20.1361,-19.329,-20.8253,-18.6994,-20.1361,-20.8253
0,-26.6693,-23.9948,-12.1228,-10.8575,-26.6693,-12.1228
0,-29.4997,-30.0618,-11.6114,-11.6814,-29.4997,-11.6114
0,-13.2021,-17.4723,-4.46129,-8.12503,-13.2021,-4.46129
0,-13.6179,-15.9917,-10.1962,-11.9727,-13.6179,-10.1962
0,-31.5841,-30.8939,-12.0088,-10.5988,-31.5841,-12.0088
0,-19.5481,-17.1107,-9.83884,-7.798,-19.5481,-9.83884
0,-17.9329,-19.144,-10.6085,-10.2139,-17.9329,-10.6085
0,-15.1275,-12.7353,-9.04966,-11.7612,-15.1275,-9.04966
0,-24.0959,-25.9618,-24.2924,-25.8664,-24.0959,-24.2924
0,-9.71055,-11.3334,-5.78656,-4.58632,-9.71055,-5.78656
0,-24.6852,-27.5033,-14.7128,-16.792,-24.6852,-14.7128
0,-11.4077,-12.8567,-6.0616,-6.30411,-11.4077,-6.0616
0,-15.1436,-15.9429,-7.83578,-7.58157,-15.1436,-7.83578
0,-18.1573,-18.6975,-7.44333,-9.1938,-18.1573,-7.44333
0,-14.7048,-14.608,-7.97661,-5.32363,-14.7048,-7.97661
0,-18.5227,-21.1893,-18.4821,-19.2352,-18.5227,-18.4821
0,-19.2504,-18.7568,-15.869,-15.6709,-19.2504,-15.869
0,-19.6976,-18.9871,-15.4474,-14.7496,-19.6976,-15.4474
0,-22.939,-19.9679,-11.5602,-8.19666,-22.939,-11.5602
0,-7.35918,-7.09958,-9.82604,-8.22531,-7.35918,-9.82604
0,-12.1571,-15.647,-14.7766,-15.0481,-12.1571,-14.7766
0,-7.44199,-9.78269,-15.4788,-17.5287,-7.44199,-15.4788
0,-18.5201,-21.2045,-11.3662,-11.2871,-18.5201,-11.3662
0,-27.1214,-25.8904,-13.7014,-15.0105,-27.1214,-13.7014
0,-29.2411,-27.308,-17.9303,-16.0945,-29.2411,-17.9303
0,-21.3312,-22.7391,-17.2695,-18.7168,-21.3312,-17.2695
0,-18.2263,-14.1048,-18.961,-14.2414,-18.2263,-18.961
0,-30.9611,-28.1846,-17.8524,-13.8965,-30.9611,-17.8524
0,-22.919,-23.5974,-5.88169,-5.28486,-22.919,-5.88169
0,-12.4364,-12.2579,-9.97525,-8.28059,-12.4364,-9.97525
0,-15.4387,-11.8903,-21.3293,-19.1827,-15.4387,-21.3293
0,-25.4703,-24.1591,-17.6585,-17.3222,-25.4703,-17.6585
0,-28.4868,-23.8377,-15.5715,-11.2062,-28.4868,-15.5715
0,-19.209,-16.9366,-11.7343,-11.435,-19.209,-11.7343
0,-26.4007,-25.4086,-12.4436,-8.03956,-26.4007,-12.4436
0,-13.5663,-12.9205,-8.73393,-10.1751,-13.5663,-8.73393
0,-21.7592,-21.5175,-4.38354,-2.42067,-21.7592,-4.38354
0,-27.6775,-27.1323,-14.9169,-14.7034,-27.6775,-14.9169
0,-12.3133,-13.254,-3.94572,0.836656,-12.3133,-3.94572
0,-16.9784,-17.8743,-7.89382,-8.23901,-16.9784,-7.89382
0,-14.0677,-14.4891,-9.66025,-8.34134,-14.0677,-9.66025
0,-17.8185,-20.163,-13.9627,-12.8887,-17.8185,-13.9627
0,-12.6631,-7.44884,-10.2848,-5.98058,-12.6631,-10.2848
0,-26.4438,-24.6828,-3.58229,-4.53978,-26.4438,-3.58229
0,-20.3385,-20.0158,-5.91713,-6.21225,-20.3385,-5.91713
0,-13.7809,-17.0789,-10.759,-11.6888,-13.7809,-10.759
0,-10.7353,-9.7486,-9.9842,-10.3852,-10.7353,-9.9842
0,-26.9208,-27.5161,-13.6101,-13.9963,-26.9208,-13.6101
0,-9.13597,-7.2507,-4.36798,-9.86454,-9.13597,-4.36798
0,-19.2357,-19.3154,-8.16557,-7.3383,-19.2357,-8.16557
0,-14.8781,-13.8393,-11.4148,-11.6576,-14.8781,-11.4148
0,-24.1091,-24.5067,-10.6502,-11.8883,-24.1091,-10.6502
0,-24.1364,-23.6986,-13.9206,-12.4927,-24.1364,-13.9206
0,-17.2489,-19.0274,-1.26814,-7.4921,-17.2489,-1.26814
0,-19.09,-17.9511,-11.2464,-8.9819,-19.09,-11.2464
0,-21.3091,-21.9489,-15.4318,-12.5228,-21.3091,-15.4318
0,-18.5446,-16.3444,-7.83207,-6.09833,-18.5446,-7.83207
0,-29.133,-26.8461,-12.6052,-9.17434,-29.133,-12.6052
0,-19.3159,-20.457,-7.65356,-8.79958,-19.3159,-7.65356
0,-24.7884,-27.3177,-14.9686,-12.1158,-24.7884,-14.9686
0,-13.922,-11.6267,-11.7108,-9.01949,-13.922,-11.7108
0,-18.5474,-19.7253,-7.8614,-6.80804,-18.5474,-7.8614
0,-24.2725,-23.6647,-7.89636,-7.73954,-24.2725,-7.89636
0,-17.8712,-16.1746,-8.85463,-6.65136,-17.8712,-8.85463
0,-16.6077,-16.0947,-5.02129,-5.56067,-16.6077,-5.02129
0,-20.8864,-14.9987,-12.19,-6.56799,-20.8864,-12.19
0,-28.5229,-29.9187,-19.1378,-19.4446,-28.5229,-19.1378
0,-28.4127,-28.1737,-15.4559,-17.6777,-28.4127,-15.4559
0,-19.8695,-19.7131,-12.4664,-11.9025,-19.8695,-12.4664
0,-20.8955,-23.0167,-9.49005,-11.0832,-20.8955,-9.49005
0,-17.3828,-18.8535,-5.54824,-4.18629,-17.3828,-5.54824
0,-26.1607,-25.5256,-9.62276,-8.63982,-26.1607,-9.62276
0,-19.2358,-15.2355,-6.78671,-4.01153,-19.2358,-6.78671
0,-20.4342,-25.0419,-11.8152,-14.0127,-20.4342,-11.8152
0,-23.629,-24.3293,-12.1267,-11.0238,-23.629,-12.1267
0,-34.4451,-28.3026,-13.3666,-7.05372,-34.4451,-13.3666
0,-16.8048,-16.9945,-12.5303,-13.4498,-16.8048,-12.5303
0,-15.3388,-15.0957,-16.7821,-14.9331,-15.3388,-16.7821
0,-21.9822,-22.8149,-12.9643,-14.8582,-21.9822,-12.9643
0,-23.0821,-23.6447,-8.61664,-8.02294,-23.0821,-8.61664
0,-26.3304,-20.5005,-17.1941,-10.931,-26.3304,-17.1941
0,-24.7027,-27.1646,-14.3205,-13.5761,-24.7027,-14.3205
0,-24.4437,-25.2871,-14.4985,-15.4546,-24.4437,-14.4985
0,-19.7891,-18.2509,-7.60744,-6.27418,-19.7891,-7.60744
0,-9.74376,-13.2328,-9.09045,-6.35376,-9.74376,-9.09045
0,-16.363,-16.6669,-11.3131,-11.2877,-16.363,-11.3131
0,-17.1237,-18.1799,-8.8328,-10.4517,-17.1237,-8.8328
0,-18.6645,-21.7983,-18.7915,-15.6806,-18.6645,-18.7915
0,-17.3995,-16.6467,-15.8454,-13.747,-17.3995,-15.8454
0,-23.3801,-24.177,-11.4785,-12.8987,-23.3801,-11.4785
0,-14.854,-16.2913,-9.11456,-9.5442,-14.854,-9.11456
0,-15.9399,-17.4351,-10.7796,-13.7683,-15.9399,-10.7796
0,-17.1459,-16.4124,-12.7912,-11.4076,-17.1459,-12.7912
0,-18.5826,-20.9454,-11.6089,-11.4411,-18.5826,-11.6089
0,-20.9626,-21.5093,-11.0214,-10.5707,-20.9626,-11.0214
0,-21.2305,-21.0642,-9.97452,-10.152,-21.2305,-9.97452
0,-19.3349,-19.6949,-16.315,-19.796,-19.3349,-16.315
0,-19.2147,-19.6389,-7.57139,-7.60503,-19.2147,-7.57139
0,26.8727,21.6469,-14.4463,-10.4204,26.8727,-14.4463
0,-21.8388,-25.7515,-5.20418,-2.99673,-21.8388,-5.20418
0,-24.4943,-19.7059,-12.9504,-11.2721,-24.4943,-12.9504
0,-22.08,-22.17,-10.9789,-10.5655,-22.08,-10.9789
0,-26.0538,-25.745,-13.1804,-11.9173,-26.0538,-13.1804
0,-9.712,-11.1144,-12.6338,-13.059,-9.712,-12.6338
0,-22.043,-22.9518,-11.8656,-12.6832,-22.043,-11.8656
0,-19.5468,-18.7199,-14.5772,-13.1562,-19.5468,-14.5772
0,-28.5737,-23.5694,-15.6137,-13.0743,-28.5737,-15.6137
0,-19.007,-17.3359,-7.68972,-6.30793,-19.007,-7.68972
0,-17.8312,-19.2672,0.472433,0.673519,-17.8312,0.472433
0,-11.6891,-9.05987,-3.06953,-0.853323,-11.6891,-3.06953
0,-18.6462,-22.8085,-13.3936,-13.4047,-18.6462,-13.3936
0,-20.9067,-21.7402,-4.51876,-6.46879,-20.9067,-4.51876
0,-17.0634,-23.0318,-10.0524,-10.3728,-17.0634,-10.0524
0,-13.6736,-12.1031,-8.1196,-4.92208,-13.6736,-8.1196
0,-22.7468,-25.3228,-2.84764,-7.27805,-22.7468,-2.84764
0,-16.0763,-12.0949,-9.2324,-6.04685,-16.0763,-9.2324
0,-32.3497,-29.5942,-13.0104,-8.8975,-32.3497,-13.0104
0,-17.0903,-17.7105,-13.8484,-14.1176,-17.0903,-13.8484
0,-15.0042,-16.9793,-9.53839,-11.0213,-15.0042,-9.53839
0,-16.6467,-12.7462,-7.09677,-3.84586,-16.6467,-7.09677
0,-16.1983,-18.3969,-7.17897,-7.72196,-16.1983,-7.17897
0,-12.419,-18.636,-8.09433,-16.8781,-12.419,-8.09433
0,-16.7931,-13.6822,-11.8761,-6.99679,-16.7931,-11.8761
0,-12.5769,-13.5326,-13.6831,-14.9804,-12.5769,-13.6831
0,-25.18,-17.1049,-15.9787,-6.44386,-25.18,-15.9787
0,-15.6373,-15.0374,-10.0804,-6.55231,-15.6373,-10.0804
0,-15.6608,-19.4403,-1.12104,-0.558629,-15.6608,-1.12104
0,-21.0148,-21.7264,-8.05496,-8.89851,-21.0148,-8.05496
0,-22.5991,-19.1318,-14.0018,-11.2382,-22.5991,-14.0018
0,-30.2335,-16.2059,-15.5439,-0.719453,-30.2335,-15.5439
0,-20.7526,-19.2715,-14.8392,-16.029,-20.7526,-14.8392
0,-22.5265,-20.1298,-15.6356,-13.5855,-22.5265,-15.6356
0,-27.2979,-27.039,-12.0812,-10.7351,-27.2979,-12.0812
0,-23.1174,-21.2921,-12.4203,-10.7615,-23.1174,-12.4203
0,-23.4183,-23.1976,-10.7215,-10.4145,-23.4183,-10.7215
0,-21.9122,-19.6248,-14.0064,-9.49991,-21.9122,-14.0064
0,-28.4985,-29.2491,-10.6783,-10.8097,-28.4985,-10.6783
0,-22.5649,-22.8811,-10.7031,-8.73202,-22.5649,-10.7031
0,73.1074,72.2434,-12.9831,-16.0506,73.1074,-12.9831
0,-12.9829,-16.7842,-2.32614,-0.528598,-12.9829,-2.32614
0,-22.8112,-21.0177,-14.9609,-10.6238,-22.8112,-14.9609
0,-34.7513,-29.9117,-20.5893,-18.0984,-34.7513,-20.5893
0,-22.1447,-22.231,-15.5445,-16.7592,-22.1447,-15.5445
0,-21.6768,-19.3404,-10.5345,-8.92222,-21.6768,-10.5345
0,-25.983,-23.9925,-17.0808,-14.9396,-25.983,-17.0808
0,-17.8295,-19.271,-9.55252,-9.39907,-17.8295,-9.55252
0,-20.706,-23.006,-14.8124,-13.8675,-20.706,-14.8124
0,-11.9195,-12.071,-7.64292,-8.66268,-11.9195,-7.64292
0,-16.3216,-19.0603,-7.4804,-7.91277,-16.3216,-7.4804
0,-18.7831,-18.7909,-17.921,-17.616,-18.7831,-17.921
0,-25.6498,-27.4352,0.0268458,-1.00137,-25.6498,0.0268458
0,-20.5581,-22.434,-6.39354,-7.00889,-20.5581,-6.39354
0,8.63083,7.14093,-9.67725,-10.0105,8.63083,-9.67725
0,-22.9792,-21.9203,-8.13818,-5.25484,-22.9792,-8.13818
0,-29.9405,-25.0699,-8.94855,-4.17703,-29.9405,-8.94855
0,-23.486,-25.8447,-10.1359,-13.1739,-23.486,-10.1359
0,-30.805,-27.3309,-18.6756,-13.4291,-30.805,-18.6756
0,3.1691,3.04104,-15.5354,-15.2812,3.1691,-15.5354
0,-10.7827,-11.4782,-4.04438,-3.29319,-10.7827,-4.04438
0,-25.7344,-26.4813,-14.3193,-15.7929,-25.7344,-14.3193
0,-5.47382,-6.90585,-1.94409,-2.94592,-5.47382,-1.94409
0,-14.877,-16.5891,-11.2934,-11.469,-14.877,-11.2934
0,-19.345,-18.8883,-7.83242,-8.10955,-19.345,-7.83242
0,-15.3201,-15.2125,-3.71795,-3.68065,-15.3201,-3.71795
0,-9.29815,-9.62242,-6.82179,-7.28959,-9.29815,-6.82179
0,-10.0764,-6.37235,-15.3156,-11.4029,-10.0764,-15.3156
0,-14.6456,-13.0036,-8.31491,-6.88814,-14.6456,-8.31491
0,-21.8401,-17.833,-12.8069,-7.09183,-21.8401,-12.8069
0,-11.501,-11.9135,-10.7714,-7.39462,-11.501,-10.7714
0,-25.2761,-27.0506,-5.48682,-6.71376,-25.2761,-5.48682
0,-22.1281,-22.2659,-15.0221,-15.4592,-22.1281,-15.0221
0,-7.7769,-8.13523,-12.5209,-12.6319,-7.7769,-12.5209
0,-20.1055,-20.6061,-3.11969,-3.43569,-20.1055,-3.11969
0,-21.9775,-23.5612,-16.9861,-18.3505,-21.9775,-16.9861
0,-23.5652,-24.9082,-7.81706,-6.55243,-23.5652,-7.81706
0,-20.8485,-25.6287,-12.2913,-12.4245,-20.8485,-12.2913
0,-27.9718,-30.1976,-6.55104,-6.93373,-27.9718,-6.55104
0,-12.4843,-9.18436,-9.29969,-6.91581,-12.4843,-9.29969
0,-24.8092,-24.455,-14.9714,-11.6428,-24.8092,-14.9714
0,-24.6202,-24.3731,-11.6113,-12.8414,-24.6202,-11.6113
0,-16.6691,-17.1054,-10.3925,-8.57824,-16.6691,-10.3925
0,-14.052,-14.6486,-11.2588,-13.0584,-14.052,-11.2588
0,-17.4519,-17.6818,-7.79245,-6.37568,-17.4519,-7.79245
0,-24.2365,-23.9002,-15.2247,-15.789,-24.2365,-15.2247
0,-31.6473,-30.1423,-19.2093,-9.83595,-31.6473,-19.2093
0,-16.4204,-16.514,-8.88836,-8.93775,-16.4204,-8.88836
0,-18.8214,-19.7193,-13.5873,-14.9351,-18.8214,-13.5873
0,-16.3418,-17.4884,-6.41602,-6.20477,-16.3418,-6.41602
0,-1.14299,7.62643,-15.6406,-9.15292,-1.14299,-15.6406
0,-16.1781,-15.6084,-16.6512,-14.7603,-16.1781,-16.6512
0,-16.1217,-16.4436,-6.35855,-6.69934,-16.1217,-6.35855
0,-23.3851,-23.2548,-10.4595,-10.379,-23.3851,-10.4595
0,0.928119,0.828844,-9.16089,-9.12402,0.928119,-9.16089
0,-17.6012,-18.74,-12.481,-12.811,-17.6012,-12.481
0,-22.4313,-12.6014,-13.9643,-8.02348,-22.4313,-13.9643
0,-7.2503,-6.46114,-9.8179,-3.75437,-7.2503,-9.8179
0,-17.3762,-18.7087,-12.5002,-12.653,-17.3762,-12.5002
0,-18.7752,-15.7307,-9.30323,-7.52829,-18.7752,-9.30323
0,-8.64041,-10.15,-7.45476,-9.73807,-8.64041,-7.45476
0,27.3024,25.9089,-10.0919,-7.97987,27.3024,-10.0919
0,-21.8557,-23.4423,-10.503,-9.07977,-21.8557,-10.503
0,-17.4732,-15.4617,-7.64594,-6.63949,-17.4732,-7.64594
0,-21.2485,-19.8689,-22.5526,-15.3446,-21.2485,-22.5526
0,-19.4646,-18.6029,-11.7975,-8.46471,-19.4646,-11.7975
0,-8.0736,-9.11539,-8.71438,-9.03048,-8.0736,-8.71438
0,-16.1074,-18.0678,5.17675,1.50912,-16.1074,5.17675
0,-25.6512,-23.2469,-11.683,-7.03204,-25.6512,-11.683
0,-28.1749,-25.7794,-19.3436,-16.3423,-28.1749,-19.3436
0,-20.2596,-21.7902,-9.96492,-12.2301,-20.2596,-9.96492
0,-16.7935,-17.3343,-12.7356,-13.6684,-16.7935,-12.7356
