"hit","P1_docksolv_SCORE","P1_docksolv_SCORE.INTER","P1_dock_SCORE","P1_dock_SCORE.INTER","P2_docksolv_SCORE","P2_docksolv_SCORE.INTER","P2_dock_SCORE","P2_dock_SCORE.INTER","docksolv_min","dock_min"
0,-14.9556,-13.8548,-2.44625,-2.75415,-14.9556,-13.8548,-21.2913,-15.3337,-14.9556,-2.44625
0,-12.9249,-8.78025,1.21843,-4.85016,-12.9249,-8.78025,-18.7744,-13.6307,-12.9249,1.21843
0,-19.8495,-16.1634,3.60505,-0.431355,-19.8495,-16.1634,-15.4518,-9.8163,-19.8495,3.60505
0,-19.7055,-20.2746,-0.957627,-1.4176,-19.7055,-20.2746,-22.0911,-16.1605,-19.7055,-0.957627
0,-6.14006,-12.5115,15.6446,7.36885,-6.14006,-12.5115,-14.813,-11.6093,-6.14006,15.6446
0,0.334352,-0.0744451,-0.861515,-0.432707,0.334352,-0.0744451,-19.4545,-12.7918,0.334352,-0.861515
0,6.38716,-0.593856,32.4357,22.6361,6.38716,-0.593856,-17.2056,-10.3859,6.38716,32.4357
0,-7.46137,-13.7012,-3.71483,-3.81281,-7.46137,-13.7012,-20.9984,-18.7255,-7.46137,-3.71483
0,-10.56,-21.9879,-4.42231,-8.59952,-10.56,-21.9879,-17.3699,-10.2307,-10.56,-4.42231
0,-12.4692,-18.2578,-2.97385,-4.70042,-12.4692,-18.2578,-17.5495,-11.6491,-12.4692,-2.97385
0,-5.00974,-5.05528,-7.62383,-11.6881,-5.00974,-5.05528,-9.22281,-2.16897,-5.00974,-7.62383
0,-10.9494,-15.3399,4.19325,-1.7255,-10.9494,-15.3399,-18.5949,-14.2519,-10.9494,4.19325
0,-14.9634,-12.1491,4.13939,4.66653,-14.9634,-12.1491,-11.6247,-7.17395,-14.9634,4.13939
0,-10.7358,-9.74741,3.78967,-1.87871,-10.7358,-9.74741,-22.1626,-14.5337,-10.7358,3.78967
0,-0.822403,-8.82174,11.6863,10.4404,-0.822403,-8.82174,-21.0396,-12.5158,-0.822403,11.6863
0,-13.3278,-14.3824,-3.08289,-4.64258,-13.3278,-14.3824,-17.4764,-9.56529,-13.3278,-3.08289
0,-9.48993,-15.491,7.50405,3.45694,-9.48993,-15.491,-20.6972,-11.2833,-9.48993,7.50405
0,-16.543,-22.2543,13.4434,11.4291,-16.543,-22.2543,-20.1011,-14.9069,-16.543,13.4434
0,-8.14662,-11.2943,-3.62329,-2.86579,-8.14662,-11.2943,-20.9863,-14.5684,-8.14662,-3.62329
0,-27.505,-25.7058,-5.27247,-7.99177,-27.505,-25.7058,-16.8317,-15.6297,-27.505,-5.27247
0,-10.8511,-10.4947,-1.27845,-4.64028,-10.8511,-10.4947,-18.3481,-14.1046,-10.8511,-1.27845
0,-9.05416,-15.0093,-3.19825,-8.87389,-9.05416,-15.0093,-18.0121,-11.6818,-9.05416,-3.19825
0,-6.87364,-7.73823,-3.11864,-6.11446,-6.87364,-7.73823,-23.1397,-15.4839,-6.87364,-3.11864
0,-16.5828,-18.7083,2.78826,0.965356,-16.5828,-18.7083,-21.8183,-15.3999,-16.5828,2.78826
0,-20.012,-23.0422,-11.6995,-11.3352,-20.012,-23.0422,-17.1008,-10.0833,-20.012,-11.6995
0,-7.96418,-10.537,0.759252,-0.532322,-7.96418,-10.537,-15.337,-11.9258,-7.96418,0.759252
0,-12.5282,-12.7815,-6.94608,-6.36995,-12.5282,-12.7815,-19.8548,-8.85024,-12.5282,-6.94608
0,-16.0059,-14.5832,-7.48512,-4.7572,-16.0059,-14.5832,-16.9062,-10.5448,-16.0059,-7.48512
0,1.51992,-4.51331,0.967633,-1.31135,1.51992,-4.51331,-7.93163,-5.58202,1.51992,0.967633
0,-0.0625213,-6.71139,1.32765,0.954385,-0.0625213,-6.71139,-24.5125,-15.8136,-0.0625213,1.32765
0,-7.25066,-6.71366,6.72761,-1.91446,-7.25066,-6.71366,-15.6505,-10.2313,-7.25066,6.72761
0,-11.9766,-12.7382,4.93646,0.00721553,-11.9766,-12.7382,-10.2069,-8.10994,-11.9766,4.93646
0,-2.23301,-11.3475,-3.25383,-4.53155,-2.23301,-11.3475,-13.1167,-6.15915,-2.23301,-3.25383
0,-4.87791,-8.24101,10.8705,5.95073,-4.87791,-8.24101,-14.2692,-12.1121,-4.87791,10.8705
0,-23.3295,-13.5363,-16.6034,-11.6326,-23.3295,-13.5363,-18.7273,-11.6204,-23.3295,-16.6034
0,-14.6182,-16.14,8.26348,7.22636,-14.6182,-16.14,-17.2484,-11.1118,-14.6182,8.26348
0,-4.3,-13.9948,-0.709298,-6.46054,-4.3,-13.9948,-15.4918,-11.499,-4.3,-0.709298
0,-9.72306,-12.3356,5.65257,2.23203,-9.72306,-12.3356,-14.1847,-10.2693,-9.72306,5.65257
0,-10.2505,-18.5504,-5.5751,-4.01743,-10.2505,-18.5504,-22.7931,-12.0519,-10.2505,-5.5751
0,0.151663,-5.04099,1.43351,-1.38933,0.151663,-5.04099,-19.7795,-11.7887,0.151663,1.43351
0,-19.2737,-22.9695,-5.04849,-5.86952,-19.2737,-22.9695,-24.0014,-20.9465,-19.2737,-5.04849
0,-13.1835,-15.3842,-5.16047,-1.99678,-13.1835,-15.3842,-16.0235,-8.81192,-13.1835,-5.16047
0,-15.4119,-17.1348,-9.61742,-10.0317,-15.4119,-17.1348,-14.912,-9.15556,-15.4119,-9.61742
0,-21.0886,-21.5784,-5.95709,-10.0273,-21.0886,-21.5784,-21.3992,-17.5426,-21.0886,-5.95709
0,-13.4287,-16.3818,-3.16698,-4.51806,-13.4287,-16.3818,-20.6849,-16.6293,-13.4287,-3.16698
0,2.13767,-6.86865,5.14008,-7.90081,2.13767,-6.86865,-15.7749,-7.89611,2.13767,5.14008
0,-8.13929,-14.2185,-7.57991,-6.83423,-8.13929,-14.2185,-15.482,-10.713,-8.13929,-7.57991
0,-1.7542,-9.59266,3.29997,-0.521127,-1.7542,-9.59266,-16.2861,-13.2383,-1.7542,3.29997
0,-12.5044,-11.6328,-3.7508,-7.59966,-12.5044,-11.6328,-19.3636,-9.95249,-12.5044,-3.7508
0,-6.32003,-7.90244,-4.77868,-5.87134,-6.32003,-7.90244,-17.7483,-8.39552,-6.32003,-4.77868
0,-9.76982,-17.7516,-18.7275,-23.217,-9.76982,-17.7516,-16.7556,-8.16563,-9.76982,-16.7556
0,-8.08983,-7.45499,6.79172,3.90148,-8.08983,-7.45499,-16.1545,-7.99656,-8.08983,6.79172
0,-13.8354,-12.0965,-0.0858599,-3.59776,-13.8354,-12.0965,-17.0555,-11.8513,-13.8354,-0.0858599
0,0.777886,-3.14203,-2.50043,-6.85076,0.777886,-3.14203,-18.2951,-12.1132,0.777886,-2.50043
0,-10.2863,-13.733,-8.77591,-8.95139,-10.2863,-13.733,-15.3281,-10.2629,-10.2863,-8.77591
0,-10.4456,-10.9144,-3.98008,-6.33255,-10.4456,-10.9144,-21.7234,-16.6712,-10.4456,-3.98008
0,-19.1433,-17.5032,-4.21349,-3.63023,-19.1433,-17.5032,-12.9661,-12.9045,-19.1433,-4.21349
0,-13.3498,-9.58855,-3.25368,-1.24649,-13.3498,-9.58855,-20.8657,-11.108,-13.3498,-3.25368
0,-4.06709,-7.24386,1.77425,2.26894,-4.06709,-7.24386,-15.6845,-10.3045,-4.06709,1.77425
0,-8.33515,-10.1123,7.08809,2.66105,-8.33515,-10.1123,-14.6594,-10.1889,-8.33515,7.08809
0,-7.8766,-10.8991,-0.785831,-1.68099,-7.8766,-10.8991,-18.9513,-13.0172,-7.8766,-0.785831
0,-13.9527,-17.4946,-10.8719,-10.202,-13.9527,-17.4946,-12.1721,-9.17786,-13.9527,-10.8719
0,-15.4996,-12.5404,-3.07674,-8.49289,-15.4996,-12.5404,-25.1993,-16.9349,-15.4996,-3.07674
0,-12.0158,-17.4556,-5.62905,-10.6845,-12.0158,-17.4556,-22.0973,-16.4958,-12.0158,-5.62905
0,-15.8362,-12.7975,-5.11913,-1.68809,-15.8362,-12.7975,-28.9225,-14.5952,-15.8362,-5.11913
0,-4.10328,-5.69256,-5.00579,-7.44035,-4.10328,-5.69256,-25.8526,-17.8306,-4.10328,-5.00579
0,-13.8574,-15.5081,-6.39557,-7.84608,-13.8574,-15.5081,-18.6471,-14.1044,-13.8574,-6.39557
0,-17.6608,-16.1347,-14.6059,-14.96,-17.6608,-16.1347,-20.4762,-15.7701,-17.6608,-14.6059
0,-21.05,-22.5155,-0.185408,-6.88776,-21.05,-22.5155,-21.614,-14.7945,-21.05,-0.185408
0,-13.8582,-14.1371,-1.16306,-8.14878,-13.8582,-14.1371,-16.4979,-11.2542,-13.8582,-1.16306
0,-15.6975,-17.0425,-14.7949,-16.4554,-15.6975,-17.0425,-16.9575,-11.0197,-15.6975,-14.7949
0,4.79999,-12.4099,-4.45477,-6.7907,4.79999,-12.4099,-19.8279,-13.9503,4.79999,-4.45477
0,-10.1708,-16.9802,10.6431,-4.47146,-10.1708,-16.9802,-19.2613,-13.8953,-10.1708,10.6431
0,-2.69404,-5.99438,8.81371,1.7146,-2.69404,-5.99438,-6.84078,-3.20813,-2.69404,8.81371
0,-3.98005,-9.20254,-0.376881,-4.38304,-3.98005,-9.20254,-23.4257,-13.8685,-3.98005,-0.376881
0,-5.72454,-14.114,-2.48724,-7.08017,-5.72454,-14.114,-16.5035,-12.0217,-5.72454,-2.48724
0,-3.81034,-12.9624,2.7449,-3.52646,-3.81034,-12.9624,-21.4676,-13.8279,-3.81034,2.7449
0,-10.3079,-14.3367,-8.60123,-3.13963,-10.3079,-14.3367,-15.376,-11.9409,-10.3079,-8.60123
0,-14.4871,-14.2193,6.46945,-0.542822,-14.4871,-14.2193,-21.0252,-15.3835,-14.4871,6.46945
0,-7.45608,-8.1932,-11.3977,-12.1563,-7.45608,-8.1932,-18.105,-10.9846,-7.45608,-11.3977
0,-13.9459,-13.819,-7.0777,-10.5939,-13.9459,-13.819,-16.0847,-8.69519,-13.9459,-7.0777
0,-10.5257,-9.10819,2.91026,-1.26081,-10.5257,-9.10819,-18.0991,-13.3627,-10.5257,2.91026
0,-10.8428,-10.9023,5.53002,-0.350517,-10.8428,-10.9023,-17.6203,-9.55028,-10.8428,5.53002
0,-7.92056,-15.1845,1.52165,-8.13621,-7.92056,-15.1845,-13.6611,-6.30761,-7.92056,1.52165
0,10.8825,-8.79381,9.74464,-1.67848,10.8825,-8.79381,-16.3369,-8.41921,10.8825,9.74464
0,-9.38731,-14.5717,17.2535,9.28737,-9.38731,-14.5717,-19.1371,-13.8386,-9.38731,17.2535
0,-18.8421,-24.573,-7.05545,-13.3141,-18.8421,-24.573,-18.8677,-12.3908,-18.8421,-7.05545
0,-8.38605,-14.6687,-1.64284,-3.58303,-8.38605,-14.6687,-13.0029,-8.47593,-8.38605,-1.64284
0,-18.8304,-15.2325,-0.719104,-2.70466,-18.8304,-15.2325,-16.1696,-11.5986,-18.8304,-0.719104
0,-9.3232,-12.5342,-5.82477,-6.99514,-9.3232,-12.5342,-19.0616,-11.8969,-9.3232,-5.82477
0,-3.49829,-9.11518,-2.52163,-3.66825,-3.49829,-9.11518,-24.4979,-15.4325,-3.49829,-2.52163
0,-10.3108,-18.8222,9.3474,-0.097194,-10.3108,-18.8222,-17.4603,-10.071,-10.3108,9.3474
0,-9.05865,-15.6783,1.03004,-2.87884,-9.05865,-15.6783,-21.3914,-11.6592,-9.05865,1.03004
0,-13.7048,-14.041,-0.868742,-2.63273,-13.7048,-14.041,-20.9211,-12.4291,-13.7048,-0.868742
0,-13.0225,-16.3899,5.06054,-1.51386,-13.0225,-16.3899,-13.8912,-8.76269,-13.0225,5.06054
0,-9.30381,-7.31943,-8.17364,-5.29606,-9.30381,-7.31943,-24.4102,-15.9396,-9.30381,-8.17364
0,2.03026,-13.477,19.7373,1.38,2.03026,-13.477,-13.6779,-8.28922,2.03026,19.7373
0,-7.3449,-8.33353,-3.32395,-3.66141,-7.3449,-8.33353,-14.9931,-7.34952,-7.3449,-3.32395
0,-14.2046,-17.2786,-1.54846,-4.3554,-14.2046,-17.2786,-20.3985,-12.2461,-14.2046,-1.54846
0,-5.16963,-10.8768,-12.6621,-13.2552,-5.16963,-10.8768,-22.6068,-13.4548,-5.16963,-12.6621
0,-21.0114,-16.7377,-10.2152,-9.63403,-21.0114,-16.7377,-18.8763,-9.40406,-21.0114,-10.2152
0,-11.4763,-16.4949,4.14227,-4.8246,-11.4763,-16.4949,-15.3934,-9.07754,-11.4763,4.14227
0,-0.711676,-12.4779,-4.27668,-6.55806,-0.711676,-12.4779,-23.1121,-11.7736,-0.711676,-4.27668
0,-16.4658,-14.1513,-0.663976,-1.74633,-16.4658,-14.1513,-20.446,-10.7117,-16.4658,-0.663976
0,-10.7885,-11.009,-0.756228,-2.55613,-10.7885,-11.009,-18.16,-12.5669,-10.7885,-0.756228
0,-0.958618,-6.85872,0.213423,-2.89792,-0.958618,-6.85872,-13.6949,-6.84571,-0.958618,0.213423
0,-6.43988,-9.32269,-6.30358,-9.83552,-6.43988,-9.32269,-15.6725,-8.20601,-6.43988,-6.30358
0,-13.6679,-15.8132,4.93826,1.96715,-13.6679,-15.8132,-11.7258,-7.44386,-13.6679,4.93826
0,-19.0818,-19.0849,2.41217,-0.258415,-19.0818,-19.0849,-18.6706,-14.7909,-19.0818,2.41217
0,-9.89093,-12.8606,1.38305,-6.90511,-9.89093,-12.8606,-13.9012,-11.8272,-9.89093,1.38305
0,-26.5745,-31.0037,-2.59067,-4.84032,-26.5745,-31.0037,-21.9467,-12.8402,-26.5745,-2.59067
0,-11.8712,-15.3188,3.16946,0.965769,-11.8712,-15.3188,-18.675,-10.1048,-11.8712,3.16946
0,-1.53189,-8.21458,2.28645,-2.52453,-1.53189,-8.21458,-15.5383,-11.3924,-1.53189,2.28645
0,-20.2283,-17.2061,-3.59339,-0.911711,-20.2283,-17.2061,-16.3413,-11.4061,-20.2283,-3.59339
0,-18.738,-20.6753,0.787711,-5.03364,-18.738,-20.6753,-13.348,-11.6809,-18.738,0.787711
0,-3.60683,-6.11799,-3.6066,-4.00485,-3.60683,-6.11799,-16.9242,-11.4421,-3.60683,-3.6066
0,-10.2042,-10.8286,2.47401,-6.18751,-10.2042,-10.8286,-21.9012,-16.984,-10.2042,2.47401
0,0.0533302,-3.05325,-2.34845,-3.02392,0.0533302,-3.05325,-13.8364,-8.34872,0.0533302,-2.34845
0,-16.4772,-19.4731,-14.9907,-14.2219,-16.4772,-19.4731,-15.0029,-7.02962,-16.4772,-14.9907
0,-15.6624,-14.7221,-7.75911,-6.31476,-15.6624,-14.7221,-14.309,-7.77418,-15.6624,-7.75911
0,10.93,3.90341,2.68153,1.52761,10.93,3.90341,-28.452,-14.7874,10.93,2.68153
0,-17.7823,-19.7499,4.98316,-3.6037,-17.7823,-19.7499,-17.576,-10.9419,-17.7823,4.98316
0,-10.1112,-10.8527,2.89274,-3.88293,-10.1112,-10.8527,-23.3637,-17.7569,-10.1112,2.89274
0,-28.57,-21.9579,0.408648,-4.85131,-28.57,-21.9579,-19.7188,-17.3049,-28.57,0.408648
0,-9.526,-12.1072,-5.62769,-5.14164,-9.526,-12.1072,-18.1126,-11.119,-9.526,-5.62769
0,0.992416,-4.84126,6.68284,3.11074,0.992416,-4.84126,-13.3276,-7.85246,0.992416,6.68284
0,-6.66822,-8.6295,6.75461,-2.26651,-6.66822,-8.6295,-8.79764,-2.65807,-6.66822,6.75461
0,-4.5712,-9.17737,9.28388,3.0947,-4.5712,-9.17737,-20.1536,-17.2257,-4.5712,9.28388
0,-17.8552,-13.5569,-8.63741,-6.86989,-17.8552,-13.5569,-28.7138,-14.9284,-17.8552,-8.63741
0,-16.618,-13.6244,-7.79547,-8.00046,-16.618,-13.6244,-20.7349,-11.4764,-16.618,-7.79547
0,-14.1492,-16.821,5.18114,-3.44873,-14.1492,-16.821,-20.1142,-13.2851,-14.1492,5.18114
0,-11.6557,-10.3618,0.000431987,-3.66344,-11.6557,-10.3618,-20.8046,-15.748,-11.6557,0.000431987
0,-10.741,-9.41117,-1.34894,-0.522899,-10.741,-9.41117,-25.7979,-19.2746,-10.741,-1.34894
0,2.73348,-6.78674,6.17571,-4.48974,2.73348,-6.78674,-12.9166,-10.2289,2.73348,6.17571
0,-8.81961,-13.1401,17.1228,11.7537,-8.81961,-13.1401,-26.9248,-20.3059,-8.81961,17.1228
0,-11.2709,-15.6968,6.3792,1.14514,-11.2709,-15.6968,-14.342,-7.97674,-11.2709,6.3792
0,-12.204,-14.774,4.55969,-1.98871,-12.204,-14.774,-18.0322,-14.0826,-12.204,4.55969
0,-5.28438,-10.96,3.20994,0.36563,-5.28438,-10.96,-28.2951,-18.3516,-5.28438,3.20994
0,-4.92476,-9.3071,1.08624,-2.7053,-4.92476,-9.3071,-24.3817,-17.6444,-4.92476,1.08624
0,-16.381,-18.3461,-12.8801,-13.6233,-16.381,-18.3461,-25.1239,-18.0065,-16.381,-12.8801
0,-15.7448,-15.6706,2.30364,-3.43481,-15.7448,-15.6706,-19.2378,-14.7487,-15.7448,2.30364
0,-6.10166,-7.65572,15.244,3.96381,-6.10166,-7.65572,-19.8872,-14.3597,-6.10166,15.244
0,-15.4781,-17.6284,-4.36364,-6.02341,-15.4781,-17.6284,-20.2424,-17.4613,-15.4781,-4.36364
0,-8.44472,-11.8012,-3.99303,-9.89103,-8.44472,-11.8012,-17.005,-11.578,-8.44472,-3.99303
0,-7.77858,-11.5285,3.6251,-0.173252,-7.77858,-11.5285,-18.9988,-14.9846,-7.77858,3.6251
0,-6.21714,-8.44956,-0.871129,-3.34127,-6.21714,-8.44956,-18.9672,-13.4549,-6.21714,-0.871129
0,2.04708,-2.9368,-0.618348,-8.00394,2.04708,-2.9368,-21.2762,-15.906,2.04708,-0.618348
0,-11.9691,-12.4409,-1.74262,-5.46858,-11.9691,-12.4409,-18.2424,-12.6678,-11.9691,-1.74262
0,-5.20255,-6.483,-5.7219,-5.5108,-5.20255,-6.483,-20.726,-17.8354,-5.20255,-5.7219
0,-2.11798,-6.76735,1.15463,-2.76815,-2.11798,-6.76735,-23.0626,-17.5606,-2.11798,1.15463
0,-12.0705,-16.6031,-4.68889,-5.63896,-12.0705,-16.6031,-22.8165,-16.3022,-12.0705,-4.68889
0,-11.1625,-8.41512,-0.466565,-7.1981,-11.1625,-8.41512,-25.4275,-19.0148,-11.1625,-0.466565
0,0.0858256,-2.71515,2.42021,-2.18881,0.0858256,-2.71515,-14.552,-7.6111,0.0858256,2.42021
0,-9.65246,-13.2599,-1.68151,-2.09388,-9.65246,-13.2599,-23.1227,-16.4559,-9.65246,-1.68151
0,-17.6859,-23.3605,3.51343,-0.0069851,-17.6859,-23.3605,-17.5647,-13.2936,-17.6859,3.51343
0,-7.05166,-9.73883,4.60258,-0.395954,-7.05166,-9.73883,-14.1394,-6.14896,-7.05166,4.60258
0,-6.03722,-9.86111,6.44971,3.02438,-6.03722,-9.86111,-19.6222,-10.3885,-6.03722,6.44971
0,-11.5977,-14.3253,-8.49184,-8.26276,-11.5977,-14.3253,-16.2114,-7.55314,-11.5977,-8.49184
0,-6.03361,-6.61812,1.1244,-4.43633,-6.03361,-6.61812,-16.7492,-11.0347,-6.03361,1.1244
0,-13.305,-11.7767,-6.53891,-1.05454,-13.305,-11.7767,-11.756,-4.95468,-13.305,-6.53891
0,-11.3224,-14.793,4.43865,1.11259,-11.3224,-14.793,-11.2552,-5.81937,-11.3224,4.43865
0,-8.19237,-10.1854,-1.24942,-6.54433,-8.19237,-10.1854,-12.9406,-8.52204,-8.19237,-1.24942
0,-7.62988,-8.68624,-2.52568,-3.22567,-7.62988,-8.68624,-25.4434,-19.7806,-7.62988,-2.52568
0,-11.6375,-10.8108,-1.03269,-3.12965,-11.6375,-10.8108,-13.3487,-8.39827,-11.6375,-1.03269
0,-7.69925,-15.0474,3.08195,-2.03296,-7.69925,-15.0474,-16.6367,-8.90091,-7.69925,3.08195
0,-13.3275,-19.2842,-1.39431,-3.83249,-13.3275,-19.2842,-16.6094,-8.57284,-13.3275,-1.39431
0,-8.07603,-13.0041,-2.49787,-8.73055,-8.07603,-13.0041,-16.2723,-10.1562,-8.07603,-2.49787
0,-18.3153,-22.3923,-13.2571,-11.1562,-18.3153,-22.3923,-14.7039,-9.67069,-18.3153,-13.2571
0,-20.4911,-16.3203,-6.54574,-9.5982,-20.4911,-16.3203,-18.8779,-12.5039,-20.4911,-6.54574
0,-27.1319,-25.5601,-1.47825,-5.77696,-27.1319,-25.5601,-21.9177,-15.9138,-27.1319,-1.47825
0,5.08985,-7.41065,11.1871,1.44879,5.08985,-7.41065,-10.3462,-6.01451,5.08985,11.1871
0,-13.7098,-17.0423,-11.7939,-9.46587,-13.7098,-17.0423,-9.51995,-4.75868,-13.7098,-9.51995
0,22.7174,12.9446,16.3691,7.99797,22.7174,12.9446,-14.973,-7.55298,22.7174,16.3691
0,-9.66794,-7.29906,-4.07789,-6.79024,-9.66794,-7.29906,-12.9589,-9.67859,-9.66794,-4.07789
0,-14.7964,-11.399,-6.23125,-12.8845,-14.7964,-11.399,-19.1229,-11.024,-14.7964,-6.23125
0,-8.40238,-15.05,16.7899,7.88598,-8.40238,-15.05,-15.7892,-13.7253,-8.40238,16.7899
0,-1.02107,-16.9382,6.5853,-5.25991,-1.02107,-16.9382,-10.2267,-6.15844,-1.02107,6.5853
0,-10.5259,-16.0735,-4.92593,-6.81762,-10.5259,-16.0735,-24.3208,-18.1302,-10.5259,-4.92593
0,-9.65793,-16.7042,-6.11046,-1.41291,-9.65793,-16.7042,-21.5167,-13.8488,-9.65793,-6.11046
0,-21.9823,-22.1098,3.0188,-0.260351,-21.9823,-22.1098,-19.2648,-12.4054,-21.9823,3.0188
0,-24.6951,-22.731,-2.59739,-5.80968,-24.6951,-22.731,-18.5763,-13.2638,-24.6951,-2.59739
0,-8.69506,-7.57518,-8.9125,-0.930925,-8.69506,-7.57518,-17.9707,-6.57123,-8.69506,-8.9125
0,-13.9831,-15.2311,0.252452,-4.74085,-13.9831,-15.2311,-16.7276,-11.5616,-13.9831,0.252452
0,-12.8298,-10.7726,-7.57344,-5.94531,-12.8298,-10.7726,-16.6937,-9.85886,-12.8298,-7.57344
0,-0.343173,-8.02591,-6.35706,-6.65099,-0.343173,-8.02591,-21.565,-14.9363,-0.343173,-6.35706
0,-6.69923,-14.3433,-2.40941,-2.38879,-6.69923,-14.3433,-15.3408,-10.6535,-6.69923,-2.40941
0,-9.90216,-7.93647,2.28993,0.800077,-9.90216,-7.93647,-17.8825,-11.6685,-9.90216,2.28993
0,-11.1677,-12.1391,-4.29469,-2.59825,-11.1677,-12.1391,-20.8429,-12.0187,-11.1677,-4.29469
0,-12.4849,-11.906,7.96592,1.83458,-12.4849,-11.906,-19.591,-12.1029,-12.4849,7.96592
0,-16.648,-18.5628,-1.85733,-7.32555,-16.648,-18.5628,-15.8371,-10.5487,-16.648,-1.85733
0,-4.51759,-6.67982,3.15025,2.58274,-4.51759,-6.67982,-10.5167,-0.41504,-4.51759,3.15025
0,-14.1149,-9.63988,-3.68086,-6.24745,-14.1149,-9.63988,-14.4119,-8.03889,-14.1149,-3.68086
0,-8.07453,-9.74999,-7.16049,-3.86049,-8.07453,-9.74999,-15.1007,-9.00697,-8.07453,-7.16049
0,-20.0413,-21.495,-4.25523,-3.19045,-20.0413,-21.495,-25.4989,-19.6936,-20.0413,-4.25523
0,-22.0993,-23.7102,-11.6553,-12.981,-22.0993,-23.7102,-18.3771,-14.654,-22.0993,-11.6553
0,-17.1118,-15.7992,2.20031,-1.88432,-17.1118,-15.7992,-16.5192,-11.4986,-17.1118,2.20031
0,-16.118,-12.6571,-3.09823,-1.74295,-16.118,-12.6571,-9.85288,-2.79039,-16.118,-3.09823
0,-15.8993,-11.7302,-4.552,-3.71737,-15.8993,-11.7302,-16.7001,-10.0297,-15.8993,-4.552
0,-7.1732,-6.92636,-0.738713,-9.87158,-7.1732,-6.92636,-20.9241,-13.3422,-7.1732,-0.738713
0,-6.7536,-12.5645,7.43931,-1.88514,-6.7536,-12.5645,-25.5323,-23.3021,-6.7536,7.43931
0,-0.532476,-7.74264,9.53936,1.64724,-0.532476,-7.74264,-19.5716,-18.2603,-0.532476,9.53936
0,-20.9094,-17.3386,-5.42026,-4.41695,-20.9094,-17.3386,-26.6406,-17.3879,-20.9094,-5.42026
0,-12.4436,-11.2067,0.313021,-4.4583,-12.4436,-11.2067,-20.6934,-11.4146,-12.4436,0.313021
0,-4.05671,-11.0351,9.97879,-0.777074,-4.05671,-11.0351,-13.8214,-7.72435,-4.05671,9.97879
0,-11.7635,-7.11671,-1.29402,2.36625,-11.7635,-7.11671,-14.2693,-11.9503,-11.7635,-1.29402
0,-11.7053,-13.6778,-3.42311,-7.94192,-11.7053,-13.6778,-18.5223,-12.7764,-11.7053,-3.42311
0,-11.568,-12.0243,-4.62708,-6.73405,-11.568,-12.0243,-20.5085,-14.4433,-11.568,-4.62708
0,-8.45173,-11.3948,1.50392,0.650435,-8.45173,-11.3948,-16.5435,-11.7943,-8.45173,1.50392
0,-17.7679,-13.8897,-2.94688,-5.03158,-17.7679,-13.8897,-24.7318,-19.1041,-17.7679,-2.94688
0,-6.38891,-11.868,-5.68737,-2.91301,-6.38891,-11.868,-14.9726,-14.1814,-6.38891,-5.68737
0,-8.00587,-11.3836,-0.161101,-2.19292,-8.00587,-11.3836,-17.949,-12.0749,-8.00587,-0.161101
0,-16.1166,-14.8965,-6.90371,-7.43702,-16.1166,-14.8965,-16.9766,-12.5019,-16.1166,-6.90371
0,-10.5392,-13.4882,-4.3108,-6.55194,-10.5392,-13.4882,-23.1609,-15.3145,-10.5392,-4.3108
0,-3.07635,-14.3925,23.5138,15.6012,-3.07635,-14.3925,-19.2597,-10.6519,-3.07635,23.5138
0,-8.68807,-11.4511,-5.13023,-4.55032,-8.68807,-11.4511,-16.8496,-9.99003,-8.68807,-5.13023
0,-14.6266,-13.8709,-9.44851,-8.40168,-14.6266,-13.8709,-27.7521,-19.6776,-14.6266,-9.44851
0,-9.30762,-13.1732,2.95375,-3.96671,-9.30762,-13.1732,-15.2659,-10.0691,-9.30762,2.95375
0,-9.61066,-10.9637,-4.00734,-4.54061,-9.61066,-10.9637,-18.6765,-9.11132,-9.61066,-4.00734
0,-21.0444,-15.675,-10.7944,-2.66905,-21.0444,-15.675,-22.0738,-10.596,-21.0444,-10.7944
0,-10.7025,-14.8323,-8.95954,-8.45943,-10.7025,-14.8323,-14.1919,-10.5394,-10.7025,-8.95954
0,-5.7221,-7.62637,5.08769,1.94894,-5.7221,-7.62637,-17.7566,-11.9801,-5.7221,5.08769
0,-2.5971,-5.26416,3.72946,1.48139,-2.5971,-5.26416,-26.4212,-18.8659,-2.5971,3.72946
0,-4.32185,-3.68132,-1.53988,-0.483636,-4.32185,-3.68132,-16.3376,-11.8313,-4.32185,-1.53988
0,-2.559,-11.055,34.3672,23.8204,-2.559,-11.055,-12.8239,-9.05871,-2.559,34.3672
0,-14.7207,-16.9432,-3.12653,-3.77043,-14.7207,-16.9432,-17.7922,-10.4147,-14.7207,-3.12653
0,-4.64929,-5.42873,-2.71167,-3.28456,-4.64929,-5.42873,-15.0101,-12.1516,-4.64929,-2.71167
0,-8.10854,-18.5273,0.0882574,-5.79771,-8.10854,-18.5273,-11.8988,-10.2336,-8.10854,0.0882574
0,-5.92843,-10.4741,16.7018,5.11808,-5.92843,-10.4741,-14.3183,-6.93467,-5.92843,16.7018
0,-14.8229,-18.7094,-4.62996,-3.92978,-14.8229,-18.7094,-14.2604,-8.21977,-14.8229,-4.62996
0,-16.3867,-16.8566,-8.01134,-6.03313,-16.3867,-16.8566,-10.6543,-5.58686,-16.3867,-8.01134
